"HEATHOME","DNTHEAT","HEATAPT","EQUIPM","FUELHEAT","EQUIPAGE","GEOHP","EQUIPAUXTYPE","EQUIPAUX","FUELAUX","USEEQUIPAUX","NUMPORTEL","NUMFIREPLC","NUMDLHP","BASEHEAT","ATTCHEAT","GARGHEAT","HUMIDTYPE","NUMPORTHUM","USEHUMID","ELWARM","UGWARM","LPWARM","FOWARM","WDWARM","ZATTCHEAT","ZBASEHEAT","ZEQUIPAGE","ZEQUIPAUXTYPE","ZEQUIPM","ZFUELAUX","ZFUELHEAT","ZGARGHEAT","ZHEATAPT","ZHEATHOME","ZHUMIDTYPE","ZNUMDLHP","ZNUMFIREPLC","ZNUMPORTEL","ZNUMPORTHUM","ZUSEEQUIPAUX","ZUSEHUMID","ZDNTHEAT","DOEID","NWEIGHT"
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,-2,0,-2,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,111885,11387.576594
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,1,-2,0,0,-2,-2,0,1,0,0,0,-2,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,113195,5138.5867158
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,1,-2,0,0,-2,-2,-2,-2,-2,-2,-2,101117,5812.0424765
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,102646,5125.6690681
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,1,0,-2,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,100715,16992.755554
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,103400,5845.2591421
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,105569,12481.781102
1,-2,0,3,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,1,-2,0,-2,1,0,0,-2,-2,-2,-2,-2,-2,-2,109378,9752.9830774
1,-2,0,3,1,4,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,104282,7323.1571911
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,101100,4747.2115597
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,1,-2,1,0,0,-2,0,1,-2,0,0,-2,-2,-2,-2,-2,-2,-2,110148,3910.7525084
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,0,1,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,117620,7714.97864
1,-2,1,2,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,0,-2,0,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,101434,12672.058316
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,102152,7541.3357746
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,1,0,1,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,103238,2122.7366696
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,102182,7673.4206911
1,-2,0,3,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,0,-2,0,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,117141,11106.226002
1,-2,-2,2,1,4,-2,0,0,-2,-2,-2,-2,-2,1,0,0,0,-2,-2,0,1,0,0,0,0,0,1,1,0,-2,1,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,109087,6631.8331745
1,-2,1,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,1,-2,0,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,110399,2196.4225498
1,-2,-2,2,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,1,1,2,0,1,0,0,0,-2,-2,1,0,0,-2,0,-2,-2,0,0,-2,-2,-2,0,-2,1,-2,116589,3343.4990379
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,0,-2,0,-2,115633,8155.3040783
1,-2,1,2,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,1,1,4,0,1,0,0,0,-2,-2,1,0,0,-2,0,-2,1,0,0,-2,-2,-2,0,-2,0,-2,102967,14145.119107
1,-2,1,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,0,1,0,0,0,-2,-2,0,0,0,-2,1,-2,0,0,0,-2,-2,-2,0,-2,0,-2,117240,4946.8073973
1,-2,-2,3,1,1,-2,0,0,-2,-2,-2,-2,-2,-2,0,-2,1,1,2,0,1,0,0,0,0,-2,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,0,-2,0,-2,106341,6904.0151767
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,1,-2,0,1,1,1,0,1,0,0,0,-2,0,1,1,1,-2,1,0,-2,1,0,-2,-2,-2,0,-2,0,-2,106115,8775.8387068
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,1,2,1,0,1,0,0,0,0,-2,1,0,0,-2,1,0,-2,0,0,-2,-2,-2,0,-2,0,-2,109260,2089.0618141
1,-2,0,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,1,1,2,0,1,0,0,0,-2,-2,0,0,1,-2,0,-2,0,0,0,-2,-2,-2,0,-2,0,-2,100973,8289.0486368
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,1,0,-2,1,1,1,0,1,0,0,0,0,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,0,-2,0,-2,105278,7046.67724
1,-2,-2,3,1,1,-2,0,0,-2,-2,-2,-2,-2,1,-2,-2,2,-2,4,0,1,0,0,0,-2,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,0,-2,107876,14097.333886
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,2,-2,2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,0,-2,104526,7725.837122
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,1,-2,0,2,-2,2,0,1,0,0,0,-2,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,0,-2,116605,2932.2413429
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,1,0,0,2,-2,2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,0,-2,108069,4891.2407415
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,2,-2,2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,0,-2,109203,5571.1144749
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,1,0,0,2,-2,2,0,1,0,0,0,0,0,1,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,0,-2,105293,7209.7372427
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,1,0,1,2,-2,2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,0,-2,116252,5169.0161999
1,-2,1,2,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,0,-2,1,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,112135,10777.372453
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,1,0,-2,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,1,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,107772,5643.4487752
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,0,0,-2,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,101889,4229.6321248
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,0,0,0,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,101246,7653.3153034
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,1,0,1,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,100736,5619.0655028
1,-2,1,3,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,0,-2,0,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,104350,1428.1304481
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,0,-2,0,-2,-2,0,1,0,0,0,0,-2,0,0,1,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,104265,5843.2345795
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,0,0,0,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,101980,3746.9298577
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,0,-2,0,-2,-2,0,1,0,0,0,0,-2,0,0,1,-2,1,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,114607,3957.315904
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,0,-2,-2,0,-2,-2,0,1,0,0,0,-2,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,108186,6812.5698937
1,-2,0,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,110436,9870.2609447
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,1,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,111101,7591.7770822
1,-2,-2,2,1,6,-2,0,0,-2,-2,-2,-2,-2,1,-2,-2,0,-2,-2,0,1,0,0,0,-2,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,114457,6342.5422267
1,-2,0,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,112124,4458.5543891
1,-2,-2,7,1,4,-2,0,0,-2,-2,-2,-2,-2,-2,0,-2,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,101126,7022.5635527
1,-2,1,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,0,-2,1,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,100142,7666.1300464
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,0,1,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,117229,6100.5683401
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,103658,6101.7958669
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,0,-2,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,108351,5713.9700114
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,0,0,0,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,111326,7311.5496089
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,101339,2581.1370203
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,102736,3821.3522096
1,-2,-2,2,1,3,-2,0,0,-2,-2,-2,-2,-2,1,0,1,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,100151,865.4563691
1,-2,1,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,1,-2,1,-2,1,0,0,-2,-2,-2,-2,-2,-2,-2,107015,5264.2405137
1,-2,-2,3,1,1,-2,0,0,-2,-2,-2,-2,-2,1,-2,0,0,-2,-2,0,1,0,0,0,-2,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,100576,8761.0077396
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,1,0,-2,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,105087,4469.1710501
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,0,-2,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,116807,4286.2644124
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,1,-2,0,0,-2,-2,0,1,0,0,0,-2,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,112926,3626.2675414
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,107719,12369.81763
1,-2,1,2,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,0,-2,1,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,111112,10548.796418
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,0,1,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,100556,713.14356331
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,110080,8293.0456138
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,1,0,0,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,101345,2231.6557248
1,-2,-2,3,1,1,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,1,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,104582,5994.0138068
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,0,-2,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,102797,11268.52942
1,-2,-2,2,1,4,-2,0,0,-2,-2,-2,-2,-2,1,0,-2,1,1,2,0,1,0,0,0,0,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,0,-2,0,-2,116499,4124.7057726
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,1,1,4,0,1,0,0,0,-2,-2,0,1,0,-2,0,-2,-2,0,0,-2,-2,-2,0,-2,0,-2,114756,4866.7974599
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,1,-2,-2,1,2,2,0,1,0,0,0,-2,0,0,0,0,-2,1,-2,-2,0,0,-2,-2,-2,1,-2,0,-2,109209,3342.5941621
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,1,-2,0,1,2,2,0,1,0,0,0,-2,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,0,-2,0,-2,107758,3459.4165728
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,1,-2,0,1,1,2,0,1,0,0,0,-2,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,0,-2,0,-2,109121,5513.9589411
1,-2,-2,2,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,1,1,2,2,0,1,0,0,0,-2,-2,0,0,1,-2,0,0,-2,0,0,-2,-2,-2,0,-2,0,-2,103073,910.82076371
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,1,-2,0,1,1,4,0,1,0,0,0,-2,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,0,-2,0,-2,104644,577.31376624
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,-2,0,1,1,3,0,1,0,0,0,-2,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,0,-2,0,-2,115233,5036.6210718
1,-2,1,3,1,4,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,1,1,3,0,1,0,0,0,-2,-2,1,0,1,-2,1,-2,1,0,0,-2,-2,-2,0,-2,0,-2,108979,2529.3049667
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,0,-2,0,-2,102796,898.95656392
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,1,2,1,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,0,-2,0,-2,100304,9564.7587061
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,1,1,2,0,1,0,0,0,0,-2,0,0,0,-2,1,0,-2,0,0,-2,-2,-2,0,-2,0,-2,107915,5114.2709405
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,1,-2,0,2,-2,2,0,1,0,0,0,-2,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,0,-2,104309,3286.0881734
1,-2,-2,3,1,1,-2,0,0,-2,-2,-2,-2,-2,1,0,0,2,-2,2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,0,-2,114130,3656.4666846
1,-2,-2,3,1,1,-2,0,0,-2,-2,-2,-2,-2,1,0,0,2,-2,2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,0,-2,108760,6679.7297119
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,0,-2,0,2,-2,2,0,1,0,0,0,-2,0,0,0,1,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,0,-2,105119,4252.9239012
1,-2,-2,2,1,4,-2,0,0,-2,-2,-2,-2,-2,1,0,0,2,-2,2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,0,-2,114925,697.61966857
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,0,-2,0,0,-2,-2,0,1,0,0,0,-2,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,114711,11919.374972
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,1,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,113292,8777.0342065
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,106763,6999.879135
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,0,-2,-2,0,-2,-2,0,1,0,0,0,-2,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,110697,8971.3202548
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,1,0,-2,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,115802,2128.7517097
1,-2,-2,3,1,1,-2,0,0,-2,-2,-2,-2,-2,1,-2,-2,0,-2,-2,0,1,0,0,0,-2,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,102805,5071.9359096
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,111592,8378.9199095
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,0,-2,-2,-2,-2,102066,10111.71203
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,1,0,1,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,107373,7359.5831734
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,108873,5091.2726737
1,-2,0,7,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,-2,1,0,0,-2,-2,-2,-2,-2,-2,-2,107647,15828.975581
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,0,0,0,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,111825,7867.9573008
1,-2,1,2,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,0,-2,1,-2,1,0,0,-2,-2,-2,-2,-2,-2,-2,114675,15195.908286
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,0,-2,0,0,-2,-2,0,1,0,0,0,-2,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,114016,8609.5584318
1,-2,1,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,1,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,109352,7899.89479
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,0,107422,9223.5843183
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,114721,6236.1701495
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,109142,4658.8723989
1,-2,0,3,1,1,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,1,-2,0,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,114733,9134.226601
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,1,-2,0,0,-2,-2,0,1,0,0,0,-2,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,108212,6612.7339819
1,-2,0,3,1,4,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,1,-2,0,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,108714,10830.937488
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,108265,5954.9692608
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,117882,10491.086873
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,0,1,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,116727,5800.1242503
1,-2,1,2,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,-2,1,0,0,-2,-2,-2,-2,-2,-2,-2,106148,9141.9245354
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,0,-2,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,103664,3978.805941
1,-2,1,2,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,1,0,-2,0,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,112452,11306.046564
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,107987,9298.3005456
1,-2,-2,3,1,1,-2,0,0,-2,-2,-2,-2,-2,-2,0,-2,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,104254,4524.6656575
