"LGTIN1TO4","LGTIN4TO8","LGTINMORE8","LGTINLED","LGTINCFL","LGTINCAN","LGTOUTANY","LGTOUTNITE","LGTOUTLED","LGTOUTCFL","LGTOUTCAN","ZLGTIN1TO4","ZLGTIN4TO8","ZLGTINCAN","ZLGTINCFL","ZLGTINLED","ZLGTINMORE8","ZLGTOUTANY","ZLGTOUTCAN","ZLGTOUTCFL","ZLGTOUTLED","ZLGTOUTNITE","DOEID","NWEIGHT"
4,4,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110096,6958.4897438
2,1,0,3,3,4,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,112321,8499.1214998
12,10,10,3,4,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,115856,14420.493069
4,12,22,3,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116785,3253.1792338
0,3,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105604,8176.0235362
5,2,0,3,0,3,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,104368,4975.6820001
10,10,3,3,4,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101353,9208.5413137
30,10,6,3,3,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100960,7700.2457505
2,4,4,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109013,6966.3554453
5,2,0,3,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115144,609.33407149
2,2,0,3,4,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114405,7071.6379061
4,0,0,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101073,3016.2847735
3,2,1,3,4,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107701,6027.9130456
25,12,8,3,0,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,105588,4605.4556067
8,0,6,3,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103473,8186.6115613
5,3,4,3,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114427,6904.3175221
5,0,3,3,3,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116325,4785.3730507
2,2,2,3,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110991,4311.8236875
6,3,0,3,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109817,4699.9010911
10,22,0,3,4,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117966,4155.402371
4,2,3,3,4,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,110664,6826.4523938
12,12,2,3,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109392,4237.981936
1,2,0,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109213,14178.429287
16,0,0,3,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112606,5148.9457622
6,2,2,3,4,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105156,5593.8436774
2,3,4,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104380,7691.6905325
6,6,6,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104718,5793.0896003
30,10,2,3,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105371,9762.8928006
5,3,1,3,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108409,2410.0077401
2,2,4,3,4,3,1,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,110770,7086.3852138
2,2,0,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114668,5032.6533407
8,3,7,3,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101000,8197.4361954
0,1,0,3,2,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,117387,13734.444164
4,2,2,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,104327,5671.9725806
10,1,1,3,2,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,115101,4286.3246828
5,0,0,3,3,4,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,114771,5229.6575376
4,5,4,3,2,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,101396,7071.6379061
6,5,8,3,3,0,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117854,16591.954105
16,12,6,3,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111434,7972.0762532
20,20,0,3,4,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,101663,8451.6783832
3,2,2,3,3,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112183,8984.3746855
6,9,10,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,115849,12379.539912
4,4,1,3,4,4,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116919,6465.4691697
0,12,0,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111604,2339.5814604
8,0,2,3,4,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,109375,9794.6056474
5,2,2,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114938,8450.1286765
20,5,8,3,3,0,1,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,106440,7984.3499893
1,2,1,3,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101621,8882.3367368
17,20,3,3,4,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104243,5505.4902642
4,4,2,3,3,3,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,114868,5367.6755253
3,2,1,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103354,8460.8000674
8,0,0,3,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109300,3370.270826
20,15,8,3,3,4,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111767,4600.7960776
25,6,3,3,4,4,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102725,6205.9056077
3,2,1,3,4,4,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,109662,13954.375537
15,5,2,3,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102329,3107.1933872
8,8,2,3,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110930,5425.7562969
2,3,3,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,113897,5964.595911
4,1,0,3,3,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102990,4580.3599378
3,0,3,3,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110292,8661.7253955
4,0,0,3,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,112401,9272.4874425
7,5,2,3,3,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113179,4499.4049453
12,3,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114888,6877.9564804
3,1,1,3,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107542,11009.308008
6,6,6,3,4,4,1,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,114087,4907.8700599
12,0,0,3,4,4,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109657,1450.8569799
3,3,0,3,2,4,1,8,1,0,0,0,0,0,0,0,0,0,1,1,1,0,101765,16958.113451
3,4,0,3,2,0,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,103092,5151.6874661
5,5,3,3,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115129,11282.767855
8,8,8,3,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118232,6463.8960274
7,4,2,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115433,2399.6161242
8,0,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104278,5224.3796604
3,3,0,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101525,10182.770659
5,7,4,3,4,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115052,15382.514173
1,3,4,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114192,12622.095157
12,6,2,3,3,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115692,2994.9184566
2,4,1,3,3,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,115402,6049.4528847
2,2,1,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116089,4480.8362349
0,0,8,3,3,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,103152,5285.4189385
6,2,0,3,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102244,8208.277927
9,4,0,3,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109020,4774.9937536
2,1,1,3,2,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110369,2850.6572958
4,6,2,3,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117140,5694.99032
0,3,1,3,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108575,6344.5104403
3,10,5,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111551,1172.334273
2,0,0,3,4,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,104009,6246.8030052
4,4,4,3,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103781,8294.9623344
10,4,0,3,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110962,9680.9659589
3,7,1,3,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102839,5560.6921272
0,0,10,3,4,4,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,102571,12602.603269
8,8,12,3,2,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106365,739.40163782
2,2,1,3,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117867,6825.6430561
5,20,8,3,3,0,1,22,1,0,0,1,1,1,1,1,1,1,0,0,0,0,102490,6810.6598556
10,1,1,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117538,7203.9652991
3,0,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,109838,1182.7874718
3,2,1,3,0,3,1,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,106398,3967.8023444
2,0,0,3,3,3,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,0,100062,1156.1314364
4,3,0,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117144,5788.5474219
15,5,15,3,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113251,9299.3922763
2,2,2,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,104046,8934.7806704
7,8,0,3,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105105,5970.890199
30,4,0,3,0,3,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107997,4127.7641135
8,12,12,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103725,5584.0839558
38,0,0,3,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115689,6761.6114475
9,0,0,3,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101285,4776.0859334
5,5,2,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110013,9936.0823452
1,3,2,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118261,6421.3312514
0,0,8,3,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108212,6612.7339819
1,3,0,3,3,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105736,6195.8932442
25,5,1,3,4,4,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,1,117248,4857.7329439
6,3,0,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117570,5601.8861803
10,8,4,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,106744,1997.0968657
16,3,3,3,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114063,4970.515379
23,20,23,3,0,3,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,113965,3363.3621863
26,19,2,3,4,3,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100968,6232.7309049
6,4,2,3,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103118,7502.2020255
2,1,0,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107658,2279.7760432
6,1,0,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110609,9820.4932621
11,9,2,3,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117428,916.48092762
2,2,0,3,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110984,1050.1298508
10,5,3,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106238,9432.7350893
14,1,0,3,4,4,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,1,111380,4383.7513032
1,2,2,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117354,6834.2467616
5,2,2,3,3,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112814,9964.489748
12,8,4,3,0,3,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,112853,9408.1701631
20,5,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108166,8009.2601583
10,20,10,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103233,8816.1252441
2,0,0,3,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112935,5749.7821783
3,0,2,3,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106537,5311.7429485
2,0,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,101798,5184.084812
7,0,0,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109875,8549.6483727
3,1,1,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104558,4717.3458264
5,7,4,3,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102779,7215.0174598
2,2,2,3,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107812,7050.2639021
3,1,0,3,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113034,10118.534153
4,2,0,3,0,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115715,9915.3218931
6,7,2,3,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103232,5460.0415125
16,2,0,3,3,4,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,117970,7470.1431092
7,4,0,3,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113969,8043.8662151
5,7,7,3,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111875,5616.4682421
3,2,0,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111506,11266.843178
5,5,2,3,0,4,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,113793,5218.4577052
10,16,6,3,4,4,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,111257,8163.485363
10,20,6,3,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104106,4836.6529465
5,6,2,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116009,5850.7102225
2,0,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104687,10389.686607
3,4,0,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100967,2695.5752504
3,1,0,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105847,1915.0689155
3,2,0,3,3,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111315,6440.2988756
10,2,2,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111899,572.373388
0,4,0,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105087,4469.1710501
4,2,2,3,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,104864,6991.7553317
2,4,1,3,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104120,8246.7914546
5,2,0,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100549,9980.0315341
6,4,3,3,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105733,6866.9748181
4,2,0,3,3,4,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,1,118495,4562.396523
4,3,2,3,4,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100943,715.72552965
10,10,10,3,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110301,12044.381693
13,13,6,3,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100642,5149.0946016
1,3,3,3,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113950,5218.1666276
5,3,1,3,4,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112478,2856.5344961
10,2,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106994,7523.9435847
6,9,4,3,3,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114122,5262.9161986
10,6,4,3,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109694,2052.2101899
2,3,10,3,3,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,105610,3367.6114254
2,3,4,3,4,4,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104803,6379.3849346
1,1,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106058,5976.5525383
1,1,1,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111064,8806.8375438
7,0,0,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,107676,5052.2491533
3,4,0,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111270,2050.0086969
4,3,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116466,9799.8776387
24,5,4,3,3,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115146,4720.0922191
6,6,6,3,3,4,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,114255,9311.9650188
4,6,6,3,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107320,8627.2580889
2,11,4,3,4,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101457,7059.2809145
10,6,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104623,6757.4465073
20,15,3,3,0,3,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,112562,3716.5457898
6,6,0,3,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112781,4691.4897109
12,18,2,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101247,4759.1094559
2,1,0,3,4,0,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,0,103288,5872.7147441
4,9,0,3,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101671,13069.537953
2,4,1,3,3,3,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,115033,4440.3124818
6,6,12,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102193,3805.0795712
4,3,0,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100937,12418.947823
9,9,9,3,3,4,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,106422,11911.533517
3,2,0,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113586,16161.184355
2,4,0,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118193,977.77395414
12,12,12,3,0,3,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,117292,4691.4897109
9,4,0,3,4,4,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,100138,7353.176121
20,5,0,3,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108861,2617.4450171
1,5,1,3,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113409,3727.028261
6,2,1,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104056,5854.7986154
5,5,0,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,111920,8876.5852783
8,3,2,3,4,4,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,102429,10255.594612
5,4,1,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104761,5626.8567671
7,5,3,3,4,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106533,7645.4606764
6,2,2,3,3,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,101656,11423.264538
18,14,6,3,3,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100484,4414.5492732
4,6,4,3,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115579,15246.997639
6,4,2,3,3,0,1,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,101978,8889.74037
3,2,1,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104331,12274.549805
15,20,3,3,4,3,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105794,2894.1310891
1,2,1,3,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109919,2225.9241579
4,2,0,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104253,1975.1994036
16,3,8,3,4,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,111141,6964.2805304
8,4,0,3,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108765,6375.8763306
0,0,4,3,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112480,900.04343339
7,8,1,3,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107882,579.57258447
12,8,6,3,3,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115535,8637.2448044
3,0,0,3,3,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105530,5964.595911
3,4,3,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104921,2618.299989
3,0,1,3,3,4,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,114202,4017.9279164
24,20,50,3,4,4,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109157,6321.8069077
8,6,0,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108022,2041.0268686
4,2,1,3,4,4,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,102735,5850.2522755
8,4,2,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117114,8495.1857893
6,2,1,3,0,3,1,3,1,0,0,1,1,0,0,0,1,0,0,0,0,1,109526,8487.463346
16,3,4,3,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116406,5375.8393813
5,10,2,3,4,4,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109069,847.20092818
10,12,22,3,4,4,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107531,10754.392354
4,4,1,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101421,1610.4790483
12,4,8,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104910,4768.1619679
2,2,2,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110230,1509.5176252
1,3,1,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106835,8085.6615528
3,7,5,3,4,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117388,3882.7670327
6,8,12,3,4,3,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,102915,816.59173369
20,1,1,3,0,3,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100182,4335.3278494
6,4,2,3,0,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109536,4671.1300546
30,20,15,3,2,4,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114526,948.50240706
4,0,1,3,4,4,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,100757,11654.985074
4,0,1,3,4,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115043,7240.9115421
6,1,0,3,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113580,2153.8151092
4,0,0,3,4,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,106224,6611.2227776
2,2,3,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109139,9789.2071646
0,6,0,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115387,12770.533708
1,4,1,3,2,4,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,115413,3679.8213182
3,0,0,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115317,12304.459522
1,2,1,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109989,1716.8816532
3,0,2,3,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118154,3033.3627075
10,0,0,3,3,4,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100141,2286.4781214
0,0,10,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115850,1059.8055136
2,1,1,3,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115267,7452.4322597
10,10,5,3,3,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112700,4645.3810193
4,4,1,3,3,0,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,105122,4931.9601081
4,0,0,3,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,110731,1745.6885325
2,1,0,3,0,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,102222,6352.5919193
1,0,0,3,0,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,118293,7255.1070968
3,0,0,3,0,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,106203,2765.3228935
7,7,3,3,3,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,110375,2119.1262878
4,6,0,3,4,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,111392,1443.3872537
0,0,7,3,4,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,102544,5233.683979
1,3,0,3,4,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,113589,10538.099915
6,5,2,3,3,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,100821,5316.9306298
43,0,0,3,4,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,108220,8798.4045632
