"HDD65","CDD65","HDD30YR_PUB","CDD30YR_PUB","DOEID","NWEIGHT"
856,3304,1860,2334,104437,7170.8641865
902,3560,1423,2934,105713,17898.854361
1106,3560,1499,3121,102597,6759.9483638
370,4328,523,3581,117732,18814.499052
384,4328,522,3653,114540,15498.456064
379,4328,613,3215,111864,16253.34625
629,5096,852,4204,116986,10117.27975
629,5096,778,4386,116489,8566.7002471
629,5096,863,4172,106106,9119.9561511
629,5096,911,4041,108562,10199.942239
876,5352,1457,3604,108031,5427.6601293
876,5352,1474,3563,104760,4038.7261243
6970,233,6898,284,116954,2213.9626757
6968,233,9247,49,109721,2267.3239022
4757,233,4587,279,106618,4921.9941775
8200,489,8855,436,113369,873.88900121
7561,489,7959,330,104566,10289.487254
8197,489,8706,461,113398,827.80274229
9074,489,9839,333,101240,776.71982087
6717,489,6698,611,116238,2230.328483
6753,745,6818,761,106889,2103.8891416
6008,745,6211,680,113985,9405.2673738
6170,745,6920,464,114311,4222.2140884
6648,745,6702,699,108481,1439.311869
5946,745,6038,635,117606,4683.9901514
6077,745,6450,459,103304,1683.3890131
6218,745,6747,526,109668,4779.3246286
7440,745,8123,493,115689,6761.6114475
6168,745,6970,453,112170,11426.703704
6641,745,6919,651,100241,1736.3743338
5637,745,6099,647,100602,24014.188791
6158,745,6572,556,104041,6362.8754165
6172,745,6761,513,106000,5198.449873
5488,1001,7176,176,110915,5056.9838799
5483,1001,5917,784,109628,3747.5176258
5639,1001,5011,1371,118110,4809.2141567
5547,1001,5410,965,115872,5261.1831907
4985,1001,5803,723,114502,10013.257252
4985,1001,5267,941,114175,3121.0134044
4734,1001,5159,853,112622,6501.3490503
4985,1001,5365,892,115100,3438.4767447
6299,1001,6539,958,115007,3923.3405052
5218,1001,6407,542,118125,9136.014875
4456,1257,5707,836,105806,7146.4129479
4204,1257,4381,1275,106603,3817.9366416
4104,1257,4413,1415,103172,7054.4896186
4221,1257,4888,1085,104793,2490.8310013
4263,1257,4706,1149,109956,11625.760952
4582,1257,5414,959,103702,9156.5337456
3839,1257,4488,1009,110851,12037.691227
4140,1257,4635,1204,103033,6164.9254154
3994,1257,4863,1069,111974,6468.922568
4183,1513,4509,1220,118216,3578.3460904
3948,1513,3890,1752,100336,5441.5436526
3841,1513,4742,1127,105139,4749.5980249
4173,1513,4565,1505,102514,4785.4163729
3611,1513,3940,1475,116992,5346.9806792
3415,1513,4091,1390,101173,4847.1298207
3372,1513,3814,1519,108287,6631.4790718
3839,1513,4213,1464,110148,3910.7525084
3947,1513,3907,1744,109827,4232.4441617
3375,1513,3759,1541,104176,7135.6254675
3236,1513,3159,2007,101600,3307.0333844
2627,1769,3422,1504,101276,6845.6720882
2627,1769,3236,1588,109099,7551.9739163
2569,1769,3287,1643,116665,5313.8656262
2758,1769,3249,1739,104368,4975.6820001
1190,1769,1017,1313,108845,15142.633424
2461,1769,2988,1764,113220,7890.9478529
2638,2281,2917,2430,102066,10111.71203
2638,2281,2989,2372,100130,9121.3705613
2638,2281,2971,2387,110382,12435.491208
2638,2281,2915,2431,114124,5349.5003922
2637,2281,2999,2364,100906,14927.254336
1773,2537,2237,2509,109037,6321.2023828
1477,2793,1892,2657,100854,8516.9642708
1255,2793,1566,2804,116401,5449.1793039
1167,2793,1906,2300,115446,7738.917534
1191,3049,1827,2436,114996,8244.840273
1105,3561,1532,3054,107443,8126.2866338
1105,3561,1555,3004,103284,8968.2136486
1105,3561,1474,3174,108290,16298.250045
375,3817,525,3387,105186,10505.892734
1342,4073,1535,3076,101458,6199.0656842
835,4585,894,4086,106109,14188.18987
876,5353,1287,3521,103642,5141.2454884
6327,234,6540,340,101517,2510.9753391
7508,234,6993,363,107914,3969.3986278
4362,234,4432,167,103190,7055.2075627
9279,234,9504,205,103522,5888.0768556
4385,234,4522,136,109556,7714.7932638
4867,234,4985,218,117953,5413.257023
4378,234,4717,226,109725,7044.6919188
8671,490,8974,449,116336,951.16102985
2015,490,2761,196,111544,7679.6796905
6313,746,6787,579,115050,5893.4234797
6214,746,6594,594,101348,8415.646636
4736,1002,5356,806,116404,9824.6738857
5572,1002,5773,582,116065,8187.868876
5073,1002,5588,904,115920,6529.4872968
5048,1002,5716,782,102473,5642.1175378
4576,1002,5404,698,104086,2627.5472714
4325,1002,5216,938,108654,8749.0892599
5199,1002,5862,925,108419,5395.7995804
5265,1002,6002,685,110416,10014.861703
5270,1002,6003,685,114242,13034.571453
1048,1002,1098,839,110994,9367.8334346
4736,1258,5081,1367,106639,5788.2959247
4264,1258,4610,1180,117146,13820.034958
4461,1258,5162,947,118346,5747.5362962
4292,1258,4818,982,100444,5317.1746475
3989,1258,5138,834,108899,5946.7144664
4407,1258,4138,1547,110490,8397.2775791
4474,1258,5582,905,111958,7198.8519069
3833,1514,5075,994,115915,3947.0360384
3852,1514,4814,912,107261,4699.2141038
2974,1514,3187,1577,114690,5011.1253208
936,1514,1219,1258,103404,19399.726571
4039,1514,4868,1349,110014,4567.9096567
3014,1514,3663,1262,109503,6058.9022342
3599,1514,3931,1422,113756,2076.6180231
5240,1514,6006,678,115139,7377.295597
2640,1770,3290,1564,111895,8004.4203034
2248,2026,2684,2005,117584,5763.7048253
2416,2026,3338,1548,106768,5729.5869605
1770,2026,2198,2518,115839,10446.926184
2089,2538,2404,2563,115914,11941.973264
1872,2538,2177,2330,108618,7627.1685985
1142,2794,1366,2666,112641,12883.171081
976,3050,1390,2901,104799,8640.2531779
1195,3050,1589,2454,115226,9918.6820263
1351,3050,1889,2479,109427,12703.604026
853,3306,1883,2305,110214,10527.820866
1105,3562,1506,3106,112349,11912.810495
1104,3562,1389,3074,103336,8348.9863601
899,3562,1200,3472,107370,7060.816376
901,3562,1404,2971,117193,5311.6835718
546,3818,839,3501,112669,15890.966319
624,3818,881,3738,114625,11401.836213
399,3818,626,3165,101081,7279.1257121
378,4330,600,3245,117628,12355.244813
876,5354,1433,3662,117543,5608.2811742
876,5354,1386,3324,112678,5273.888902
876,5354,1290,3513,111456,5141.2657401
4310,235,4958,153,115156,4719.0539162
4380,235,4325,203,114179,3052.8264742
4375,235,4496,145,114427,6904.3175221
4883,235,4010,519,107200,7191.1264218
6869,491,7618,365,108423,11659.720788
2167,491,2640,454,113595,9068.6712357
6156,491,6378,403,108892,2009.2596815
2006,491,2354,249,100278,17054.754351
5517,747,5715,752,113840,2040.0626892
5518,747,5993,693,114945,2062.4611042
5518,747,5636,928,116076,2483.0210074
7716,747,7950,642,106679,8791.474526
5518,747,5357,1005,115542,2226.4000352
6789,747,6872,712,107971,5893.4234797
5515,747,5663,780,108005,2062.4611042
5518,747,5558,808,116113,2338.5614469
5518,747,5329,1013,102763,2076.5686169
5518,747,5572,804,113933,2574.7401439
4656,747,5062,863,107169,4240.300665
6145,747,6660,536,116636,5532.1282016
5518,747,5341,1009,109694,2052.2101899
5518,747,5673,762,110835,2411.1957803
5515,747,5766,753,101771,3155.0118967
7716,747,8058,621,110182,6055.206969
3701,747,4033,492,106263,6782.3480018
5518,747,5481,971,117143,2201.1474337
5631,747,6271,575,117451,11400.606518
5516,747,5501,965,109931,3470.762885
3971,747,4129,946,110267,9268.6068909
6153,747,6577,555,106363,9131.7089307
5518,747,5507,822,114474,2069.4359345
5518,747,5296,1022,106866,2581.1370203
5518,747,5498,824,117314,2989.2622569
5515,747,5716,766,115610,1995.7170866
6731,747,7078,704,112756,10422.570287
6047,747,6641,432,100472,7941.5870276
3842,747,4224,828,115142,8083.1205614
6150,747,6563,558,109667,7055.4699488
5518,747,5676,777,116314,2069.4359345
5518,747,5895,705,114050,2319.2058985
5517,747,5830,736,114189,2370.7684711
5518,747,5459,977,113588,2000.3933777
5517,747,5614,793,117054,2285.7812347
5518,747,5567,806,101339,2581.1370203
6351,747,6516,683,106837,8644.0155503
1080,1003,1108,829,111916,15437.164383
5134,1003,5910,853,111768,16780.300818
5144,1003,5530,962,112614,4174.1646887
7126,1003,7508,729,101615,1546.1723454
4132,1259,4421,1401,110383,5361.0793459
4261,1259,4736,1139,106575,10815.013697
1383,1259,1077,1294,107198,8758.3849931
3908,1259,4318,1380,101961,3638.2777563
4208,1259,4574,1248,112996,2482.5990927
4775,1259,4983,1261,114973,6373.0283858
4161,1259,5020,1011,117886,5535.8617733
4396,1259,5085,1024,111975,7027.4759098
4374,1259,5371,942,101654,7846.2133109
3966,1515,4164,1681,118271,8129.8656398
4376,1515,4888,1307,113130,6804.0092302
3022,1515,3682,1467,104794,5409.6882245
943,1515,1243,1234,117999,18363.26775
2484,1771,2965,1746,108577,13894.737202
3314,1771,3539,1875,105736,6195.8932442
2645,1771,3228,1611,115465,8644.2657929
3085,1771,3033,2151,101914,2835.798299
2573,2027,3954,1192,103798,5773.4521841
3189,2027,3577,2035,110339,10101.441909
1774,2539,2232,2514,108783,3186.1267853
1170,2795,1827,2402,117031,5722.1385362
1111,3307,1544,2807,113949,7978.7130672
901,3563,1479,2825,114963,5002.6418017
103,4843,197,3568,108141,15485.139449
875,5355,1284,3528,104748,7498.7681946
875,5355,888,4507,117487,3918.5290202
6378,236,7347,223,116793,3671.5998154
4364,236,4672,147,118379,6871.639662
2078,492,2460,335,104740,6388.430097
4874,492,4991,391,113898,4431.5993459
4878,492,4906,453,110838,3888.3024246
2299,492,3328,0,100235,8508.8509918
6153,748,6736,549,100051,10710.88307
5513,748,5773,751,102917,2293.477869
7517,748,7746,659,108613,3592.0766045
6311,748,6769,583,107253,5410.4681929
7348,748,7004,872,102489,1843.4066247
6158,748,6808,502,109788,5884.7816856
5482,1004,5475,857,105700,5140.4118621
5624,1004,6112,762,101447,15246.553269
5879,1004,6249,994,101065,5368.5038888
5862,1004,6136,1022,111258,7036.9163955
5203,1004,5786,849,107490,7020.7810471
4733,1004,5449,781,106055,5697.0739165
5486,1004,7283,153,102396,7941.5870276
5491,1004,6429,577,108057,3480.0816194
5625,1004,6239,732,116411,7006.1290656
5114,1004,5274,1052,117380,5255.7510515
4206,1260,5196,956,111670,4269.630378
4951,1260,5334,1306,102890,7530.8922559
4373,1260,4756,1354,103373,6414.8435414
4262,1260,4586,1187,101632,5571.276185
922,1260,1286,842,103465,8697.6935297
3684,1260,4076,1258,111027,5798.2442997
4376,1260,4837,1328,105025,2786.7140944
4146,1260,4603,1321,110780,6237.2752558
4209,1260,4355,1256,103275,2244.5203834
901,1260,1082,1248,101332,15450.966068
4154,1260,5021,956,111798,4875.7342114
4380,1260,5018,1043,104930,5609.5885707
4294,1260,4423,1207,112743,3859.5246506
4131,1260,4809,939,117227,5697.9525831
3942,1260,5101,996,111935,5683.4450731
4352,1516,4425,1695,114057,13571.571643
5245,1516,5295,1218,116844,5738.4403452
3436,1516,4160,1359,116752,4455.9771729
3587,1516,4055,1374,111278,2579.5937659
3363,1516,3853,1464,111262,9638.5032051
3967,1516,4238,1651,117715,5484.2199351
3965,1516,3444,2031,103918,7505.7614892
3408,1516,4139,1307,109622,5253.5873302
3041,1772,3061,2130,114966,5194.1351722
2626,1772,3402,1514,107767,9573.9363616
3057,1772,2909,2240,102736,3821.3522096
2419,1772,2774,1890,103570,6244.7340601
3189,2028,3895,1794,106341,6904.0151767
1910,2540,2521,2439,109007,15854.004006
1232,2796,1829,2400,107236,4677.3107435
973,3052,1394,2893,105474,12185.705432
1572,3052,1882,2653,106267,8615.1271018
1159,3052,1978,2182,116926,12173.809089
975,3052,1409,2865,114361,17492.955633
1349,3052,1911,2450,110943,11410.0315
1104,3564,1514,3090,103361,7331.8491896
1105,3564,1471,3181,110988,7750.6055569
1657,3564,1554,3059,102371,4822.2735916
1104,3564,1398,3057,101986,8230.5170345
560,3820,932,2930,100551,10416.708713
1210,4588,1130,4124,117338,5774.2350443
980,5100,1314,3798,113205,4754.8631458
875,5356,944,4580,109218,6530.7214135
875,5356,971,4498,106251,6571.8083476
6980,237,6731,320,104654,2164.258473
4841,237,5054,197,117933,5331.6899384
7382,237,7665,192,111886,2346.1939736
8181,493,8547,488,105562,1537.8633793
8214,493,9945,257,101696,639.28016982
8180,493,9246,369,106443,967.80237391
8328,493,9187,275,104116,7263.9755705
6287,749,6990,584,102404,8028.2452212
3684,749,4345,371,104677,5149.0633383
5510,749,5391,852,100092,2200.7391781
5989,749,5962,741,100621,10860.218969
6143,749,6575,555,101593,13460.927893
6168,749,6368,686,100100,13371.617563
7402,749,7069,544,113256,4697.7399623
6128,749,6721,522,108027,5013.4339581
6088,749,6381,683,113292,8777.0342065
7715,749,8428,505,104601,5513.8868152
6491,749,6905,527,112911,2076.1081122
5986,749,6928,488,105938,3991.8056615
5510,749,5676,777,104543,2032.5669627
6949,749,7721,499,113675,6020.4315212
6087,749,6385,682,102055,17071.024422
6630,749,6961,642,101837,1665.2686002
6137,749,6274,623,104470,11567.964992
5624,1005,6253,728,116694,7380.4576829
5995,1005,5804,1133,104521,5011.0809496
4575,1005,5180,762,100065,3992.3697215
6473,1005,6847,825,113306,3309.7813964
5627,1005,5920,620,103410,5856.7889573
5537,1005,5343,983,111765,6524.0997061
4578,1005,5495,672,117918,3936.1371301
4521,1005,3830,1432,101988,2918.8773964
5543,1005,5536,1121,100581,23162.176912
4165,1261,5004,1067,117345,5478.6238451
4861,1261,5011,1387,100651,4831.2354468
4204,1261,5036,1023,115155,3771.7129103
3809,1261,4169,1201,118394,6964.9284949
4374,1261,5131,1168,109843,6950.1591909
3929,1261,4775,1096,101536,5604.09305
4629,1261,4644,1493,108542,6075.4392471
3551,1517,4268,1182,106752,4305.8859354
4383,1517,4629,1560,113911,14841.109187
5238,1517,5242,1234,104134,6564.4122256
5119,1517,5793,973,113687,4918.419028
4004,1517,4158,1662,113054,5398.2843582
3368,1517,3762,1540,112838,8749.6775365
5244,1517,5167,1255,103333,5154.6800766
3666,1517,4506,1372,114310,6557.0586434
2441,1773,2795,1876,100780,6737.1761268
2630,1773,3316,1552,112574,5474.3539177
2582,1773,3064,1708,116426,5878.423504
2456,1773,3087,1597,103804,9917.0840568
2537,1773,2789,1947,105707,4369.4596426
3007,1773,2967,2037,106833,3259.9016052
2181,2029,2950,1844,117084,13451.411159
1758,2285,2395,2097,115755,6397.2374107
1759,2285,2274,2207,102358,6295.4284428
1795,2285,2316,2120,104772,7037.2968858
1692,2285,2368,2190,102840,8177.3715666
1758,2285,2383,2108,101191,6766.1955603
1435,2541,2072,2420,115591,5425.2949849
1882,2541,2491,2472,118276,8777.379473
1867,2797,1738,2847,114389,13628.570194
1127,3053,1577,2623,106061,6450.0426271
1104,3565,1474,3173,112294,13570.20214
897,3565,1367,3043,115431,16321.355128
1104,3565,1490,3140,111848,9802.5367675
114,4845,166,4027,110165,13443.06803
875,5357,1318,3447,113945,4832.23685
875,5357,1324,3432,110947,4427.4773082
875,5357,1240,3632,115298,8356.6333437
875,5357,1313,3458,106616,4938.3930877
875,5357,892,4739,116437,8367.813154
875,5357,1301,3486,107405,3503.5925685
875,5357,1109,4183,105910,5869.1188037
7986,238,8162,217,115018,3068.5460304
4580,238,4717,268,112325,5278.8320794
7986,238,8255,200,108710,2511.5733904
9232,238,9698,175,103477,6104.7432037
2077,494,2840,343,111385,8808.0537153
8177,494,8949,420,112673,1174.3429849
7919,494,8384,501,109913,927.31916052
6830,494,6995,385,113470,5439.4758671
6736,494,6861,664,108184,1478.3559128
7714,494,8511,216,110044,985.86054091
6141,750,6602,549,103202,7413.5853082
6035,750,6532,456,115461,5944.0743379
6969,750,7570,528,106916,5828.7688196
6318,750,6731,441,117516,7036.0245218
8017,750,8601,530,109408,2047.8640516
6949,750,7295,499,109223,1138.2965729
6064,750,6893,430,116530,3145.7982657
6612,750,7354,511,108558,1513.9022347
8019,750,7692,686,109137,2136.0793714
5509,750,6233,652,106968,1988.9972766
5508,750,5539,813,100481,2489.2132383
5508,750,5695,772,101492,2563.0722012
6942,750,7854,473,107851,7927.2138214
6286,750,6949,593,111475,9525.0686861
1594,750,1540,816,117222,11934.72181
5990,750,6288,661,109167,20878.384793
6948,750,7660,511,117045,7836.0409329
5947,1006,7081,616,110391,9449.6029411
5831,1006,6551,696,110506,4424.0567697
6275,1006,6640,829,110335,4425.5812456
4901,1006,5745,771,105381,6755.6582681
4804,1006,5403,816,105735,10353.969905
3502,1262,3764,1336,108792,5239.16634
5429,1262,4917,1400,100462,4302.9967681
4654,1262,5324,1223,105689,9057.3197574
902,1262,1104,1226,102496,13611.631692
4399,1262,4340,1478,109784,10522.15015
4330,1262,4943,943,115311,7163.2879143
4259,1262,4715,1146,117014,10941.694346
4117,1262,4365,1420,117496,7773.336005
4252,1262,5031,945,103566,10885.127977
3701,1518,3839,1684,112279,6012.8103168
4167,1518,4444,1030,111023,6161.3512676
3565,1518,4379,1206,117398,1891.6201764
3715,1518,3871,1669,116812,3426.002854
4001,1518,4554,1401,108585,5979.8301478
4509,1518,5003,1440,102735,5850.2522755
4353,1518,4757,1404,116294,10094.985318
5238,1518,5354,1202,103371,4811.547748
3373,1518,3788,1529,109111,6984.0931061
3000,1518,3168,1709,111400,6390.7290083
4243,1518,5201,1045,106701,7127.7727082
4373,1518,4843,1347,100774,10136.238794
2961,1518,3166,1725,111771,8528.2493108
3011,1774,3257,1493,110570,10459.38936
2747,1774,3318,1582,106077,5513.5817779
3285,1774,3537,1848,118248,5909.009038
2628,1774,3387,1520,111746,6239.3737431
2735,1774,3658,1392,109549,8610.7120334
1773,2030,2217,2528,115234,11821.031846
993,2030,1316,1373,104155,12685.557286
2886,2030,3266,2044,102338,2886.1808731
2572,2030,3843,1234,105624,5829.5630775
2159,2030,2946,1660,113127,5956.6580189
1779,2542,2581,2206,102858,6198.1460175
1867,2798,2168,2899,101671,13069.537953
1571,3054,1824,2734,113507,6066.7769733
1571,3054,1907,2619,101293,8353.9466637
1103,3310,1572,2759,107685,6428.1479899
851,3310,1803,2405,111045,7737.9076871
375,3822,581,3264,115497,12495.157388
1337,4078,1358,3355,101285,4776.0859334
423,4590,689,4089,110623,12566.819126
144,4590,270,3924,113948,13978.236871
874,5358,1104,4197,113231,7194.5819727
875,5358,1295,3502,108281,4316.7787855
875,5358,1295,3502,118468,5970.890199
4352,239,4377,186,109140,6757.4465073
4321,239,4420,171,111018,6810.6598556
1995,495,2320,270,111932,11867.355856
6940,495,6642,731,100610,1776.1886378
8172,495,8452,504,100190,945.46401579
6675,751,6217,969,111969,5407.6715065
5854,751,6866,517,105673,4734.9441027
5505,751,5730,763,102937,2351.9012987
5985,751,6205,594,114320,1893.2114411
5990,751,6297,659,107790,11405.551055
6496,751,6310,658,101896,4773.5236464
5874,751,6593,523,115519,3294.6288628
6088,751,6615,591,110849,12451.94578
4649,751,5167,832,117217,3971.48475
6936,751,7327,575,111678,6581.2621123
2181,751,2134,501,113823,15281.222876
5504,751,5809,728,106512,2268.6539573
5891,751,6126,516,114718,6553.9499986
5646,1007,6218,730,100503,5561.4255324
5981,1007,6245,1021,105435,5576.6117453
5082,1007,5690,789,113142,5570.4972788
7120,1007,7717,689,109803,2332.9732412
6160,1007,6378,887,113177,3688.4172699
6273,1007,6531,900,115672,2002.3152226
4945,1263,5199,1344,105590,6984.1170617
4201,1263,4673,1216,115343,6510.9930262
4400,1263,4199,1377,101376,11431.349807
4105,1263,4376,1416,117759,7163.8664532
4258,1263,4887,1091,103883,8367.1787794
4978,1263,5328,1196,111491,4229.7623254
3717,1519,3788,1706,110310,5501.1827417
3725,1519,3840,1683,107560,6351.0350594
3724,1519,4830,1143,106225,4191.7691548
3718,1519,3853,1677,107663,5090.5476639
3750,1519,4764,1164,100812,6155.249069
3117,1519,3243,1650,110521,11253.190824
3926,1519,4094,1748,117956,5351.0024156
2698,1775,2501,2238,101102,6291.6537036
2744,1775,3391,1547,115644,9553.7715102
2947,1775,3252,2008,103335,5602.1195346
2541,1775,2966,1745,107952,8032.7498016
2906,2031,3253,2052,101418,4747.4217111
2860,2031,3306,2014,106284,3434.9372303
2094,2031,2515,1123,117631,6581.1523023
2860,2031,3195,2084,101939,3760.0618386
2860,2031,3328,2000,102894,4282.6494087
2039,2031,2523,1824,101891,8124.071687
2007,2287,2560,2161,101828,6006.930741
1876,2287,2607,2133,113105,5280.192312
1775,2543,2218,2530,116870,4898.8247948
1774,2543,2211,2538,116573,5610.7513209
1683,2543,2470,2221,107808,5285.7960995
1434,2543,2021,2336,100356,8741.9541286
1903,2799,2121,2964,117971,9427.3608297
1425,2799,2516,1852,102485,10026.064762
1570,3055,1905,2622,110763,12707.985751
1570,3055,1968,2691,115261,8940.9383491
1570,3055,1950,2559,101931,9181.4994161
1570,3055,1996,2654,110999,9239.8609839
1010,3311,1398,2740,116923,5427.7221652
1157,3311,1927,2602,102020,12639.751646
437,4079,514,3604,115579,15246.997639
1336,4079,1383,3361,113935,4597.3647182
979,5103,1282,3881,108416,5101.7690638
874,5359,1155,4057,102445,2079.2203453
875,5359,1322,3436,112919,5121.6100425
875,5359,1290,3514,107479,4926.0195633
874,5359,885,4515,104406,7503.9762634
4862,240,4151,467,102436,5283.384805
4372,240,4440,249,101406,8047.4632794
4833,240,4876,251,105076,6350.1497899
8169,496,8685,465,109964,1052.5836742
2407,496,2384,190,102380,7079.1162775
2004,496,2322,269,107098,13633.31339
8168,496,9107,436,112674,949.78851677
7714,496,7825,362,113188,1102.546998
7756,496,8675,220,104619,2765.3228935
7974,496,8662,318,110536,7680.7681346
6683,752,6813,762,115270,8767.5936476
4818,752,5233,588,104994,3425.2914288
7610,752,7924,678,109670,7172.0591525
6127,752,6580,554,101071,4926.4284564
6142,752,6679,569,114446,3867.8950245
5984,752,6422,665,111153,8419.3813828
6196,752,6647,573,100418,8670.070181
6790,752,6785,728,103959,7040.4197714
6135,752,6895,483,100324,4600.3529674
6078,752,7011,402,100839,1483.8028235
4737,1008,5080,833,100237,5931.7283131
4965,1008,4555,1306,118054,7498.3195149
4064,1008,4234,834,105011,5105.2360167
5775,1008,6253,924,111032,7131.5000654
2119,1008,2661,196,117597,11644.226389
5162,1008,5448,875,106920,10711.080404
5223,1008,5868,720,105532,15204.463573
5569,1008,6085,683,112976,8523.3954907
5537,1008,5621,1099,111028,24244.274798
5533,1008,5686,1082,101349,15622.303131
4571,1264,4791,1263,114614,13051.079314
4395,1264,4311,1487,104857,12439.690329
4979,1264,5292,1247,109141,12054.797858
4184,1264,4862,1099,106291,1867.0255726
3899,1264,4847,1074,110843,6008.9938078
4912,1264,5163,1390,106450,5143.403895
4139,1264,5104,982,102656,4131.2670946
4395,1264,5264,973,114236,10152.022439
4400,1264,4870,1080,106899,5577.7664356
5230,1520,5303,1251,114364,5290.1969384
3822,1520,4364,1432,117984,5230.1253697
4350,1520,4483,1673,115104,11699.935672
3717,1520,3899,1657,114561,5072.0293979
3973,1520,4476,1378,108177,6492.6553091
3388,1520,4164,1298,104431,5959.5190185
3840,1520,4906,884,115705,5615.8860691
3303,1520,3890,1406,117608,8255.126575
3929,1520,4233,1652,109608,5140.1495587
3833,1520,4285,1438,111173,4100.317748
3755,1520,4843,1139,104687,10389.686607
3757,1520,4056,1656,118339,4556.8560799
3018,1776,3410,1856,108382,3074.0548232
2616,1776,3263,1680,102219,9481.7496885
2542,1776,2830,1920,116371,4720.6792629
2518,1776,3176,1274,118162,7780.6862359
4007,1776,4512,1349,108457,12677.301644
2782,2032,3049,2194,112901,6578.5988749
2859,2032,3253,2047,110439,3450.2843719
1834,2288,2498,2077,104255,7360.3938796
1949,2288,2437,2133,114466,4126.8497429
1777,2544,2738,2084,110681,5353.987715
1875,2800,2219,2829,111676,11782.179381
1883,2800,2376,2525,103734,10221.919136
4,2800,861,169,104337,1424.5641953
1570,3056,1930,2549,116783,7371.9551741
1156,3312,1608,3088,106500,7092.1817
1156,3312,1640,3026,110058,7771.2953124
1865,3312,2221,2282,115905,4165.30868
1156,3312,1604,3095,106052,8989.8173309
897,3568,1455,2871,108522,9812.3893854
896,3568,1388,3002,113176,10830.626368
523,3824,646,3398,107502,13798.996491
591,3824,790,3369,101596,7375.3675341
875,5360,1233,3650,109252,4330.5987529
875,5360,1318,3448,114341,4467.6699771
875,5360,1270,3561,110805,3733.5867287
874,5360,1308,3470,115091,8456.9488036
875,5360,1252,3603,117384,8550.6957373
4338,241,4364,190,113872,6757.4465073
4859,241,4005,521,104004,4935.3093118
4326,241,4435,262,102546,6848.510163
4818,241,4326,407,106372,5941.0287025
1999,497,2446,191,100427,17693.015119
6472,497,5916,721,108921,7506.2068662
1986,497,2919,114,108198,5490.0722371
6521,497,6565,390,113730,5567.5437359
7707,497,7937,421,114503,682.99688748
6187,753,6644,539,103162,4769.2894248
6114,753,6901,443,106849,3968.7117434
6085,753,6931,521,112246,14541.888523
6108,753,6847,416,114079,9618.1597187
6974,753,6586,829,116467,3904.5081502
6096,753,6310,621,109108,6901.2401788
6686,753,6376,931,118197,3728.1353636
5534,753,6373,537,110705,12419.443515
5622,753,6258,578,111418,6920.496663
6107,753,6621,545,100808,3402.6504071
6273,753,6774,554,115249,8153.0412886
6607,753,6828,671,117754,2219.5738857
6165,753,6388,633,112754,5533.4956902
5820,1009,6567,692,101373,10820.218396
3987,1009,4610,755,108193,5470.9621084
1092,1009,1473,602,107647,15828.975581
5632,1009,6283,788,102145,9589.6134993
5099,1009,5276,1027,111757,10393.043231
5453,1009,5783,818,113061,3179.5143481
4575,1009,5113,896,110921,2692.2638519
4640,1009,4737,1245,112173,4146.3843694
5457,1009,6496,573,116809,4218.7398434
5345,1009,5504,1138,113529,6356.2786943
5211,1009,6195,593,111956,10692.815205
996,1265,842,1746,105620,8235.6445328
1051,1265,798,1082,103546,9960.2700781
4308,1265,5286,849,106589,12825.466771
4858,1265,5377,1182,104636,2805.6754298
4780,1265,5094,1174,103048,6349.2174088
4136,1265,4721,1177,105429,8878.6982279
4938,1265,5235,1300,110801,5506.1358052
4250,1265,4918,980,117758,6058.2957611
4201,1265,5177,961,117124,4319.7209913
4254,1265,4836,1107,107458,8383.3982736
4089,1265,4363,1421,106822,1355.0633822
3760,1521,4730,1175,110347,6912.9826544
3832,1521,4980,1148,115901,5218.4577052
3329,1521,4366,1135,106050,5936.8757603
3710,1521,3878,1667,107566,9363.5299207
5224,1521,5537,1143,100455,7804.70582
3760,1521,3982,1687,101475,5934.9763623
3407,1521,4627,973,103237,3672.5423385
3742,1521,4109,1634,118322,3941.7323644
3116,1521,3808,1269,101537,7287.8671278
3349,1521,3982,1451,105629,4826.1131917
5223,1521,5479,1159,110661,5413.074996
2471,1777,2950,1817,110656,7243.7479465
2467,1777,3143,1697,110657,9911.3807154
2502,1777,2992,1730,113049,9822.3250614
2702,1777,3742,1356,108362,10014.14751
2666,1777,3340,1614,109765,7999.9588387
2637,1777,3324,1521,111056,8677.9786304
799,1777,1557,562,104862,9205.042548
2859,2033,3185,2090,102275,4699.5305463
1270,2033,1581,1529,111119,8686.7304463
2774,2033,2954,2266,105589,7092.5241312
2859,2033,3302,2016,105367,3172.5125139
2723,2033,2235,1769,117987,5441.0828638
2859,2033,3290,2024,107917,3630.69311
2859,2033,3360,1979,103980,3977.3163528
2463,2033,3023,2182,102901,5122.6640583
2859,2033,3221,2068,103767,3559.3564897
1936,2289,2267,2347,102395,5020.5734342
1776,2545,2676,2133,110867,5449.1793039
1331,2801,2098,2111,115009,11159.380872
981,3057,1603,2497,107580,10041.391256
1154,3057,1655,2691,112549,13059.011477
1009,3313,1266,2984,109966,6257.2630675
1156,3313,1596,3111,109159,13184.717007
1156,3313,1611,3082,110713,8302.4794891
1156,3313,1729,2855,105029,7661.0749015
1156,3313,1610,3084,116631,8416.9673385
1156,3313,1888,2658,109375,9794.6056474
1156,3313,1558,3184,110390,6080.3043094
1156,3313,1587,3127,100592,8690.092705
1156,3313,1782,2885,101347,8759.1633034
1156,3313,1636,3033,102491,12822.185089
