"HHSEX","HHAGE","EMPLOYHH","EDUCATION","SDESCENT","HOUSEHOLDER_RACE","NHSLDMEM","NUMCHILD","NUMADULT1","NUMADULT2","ATHOME","MONEYPY","ZATHOME","ZEDUCATION","ZEMPLOYHH","ZHHAGE","ZHHSEX","ZMONEYPY","ZNHSLDMEM","ZNUMADULT1","ZNUMADULT2","ZNUMCHILD","ZSDESCENT","ZHOUSEHOLDER_RACE","DOEID","NWEIGHT"
2,57,4,3,0,1,2,0,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,116370,4572.8306138
1,57,1,5,0,1,2,0,2,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,109918,3216.6224996
1,57,1,3,0,1,2,0,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,100350,2905.3467729
1,57,1,3,0,1,2,0,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,106672,2926.9813218
2,57,1,3,0,1,2,0,1,1,5,12,0,0,0,0,0,0,0,0,0,0,0,0,116623,3463.8667841
1,57,1,5,0,2,2,0,2,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,107070,8101.0014419
1,57,4,2,0,1,2,1,1,0,5,13,0,0,0,0,0,0,0,0,1,1,0,0,102028,4859.783089
2,57,1,4,0,1,2,0,1,1,5,15,0,0,0,0,0,0,0,0,0,0,0,0,111667,5268.4023366
1,57,1,5,0,1,2,0,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,109186,10557.916123
1,57,1,5,1,1,2,0,2,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,102198,7277.690986
2,57,1,4,0,1,2,0,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,106636,1886.2006205
1,57,3,1,0,1,2,0,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,109115,4762.5190704
1,57,3,2,0,1,2,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,109513,4412.4862384
1,57,1,3,0,1,2,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,100299,7730.4273944
2,57,1,5,0,1,2,0,2,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,103951,839.89562541
2,57,1,5,0,1,2,0,2,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,112848,6067.6207732
1,57,3,5,0,1,2,0,2,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,105013,9257.0470076
2,57,4,2,0,1,2,0,2,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,106831,6151.1356579
2,57,1,5,1,1,2,0,2,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,100353,10283.225599
1,57,4,2,0,2,2,0,2,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,101356,16993.475358
1,57,3,4,0,2,2,0,2,0,5,15,0,0,0,0,0,1,0,0,0,0,0,0,112821,5492.5920052
1,57,1,4,1,1,2,0,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,1,114682,11000.501827
1,57,3,4,0,1,2,0,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,114941,6128.2741564
2,57,1,5,0,1,2,0,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,100726,2418.5443954
2,57,1,4,0,1,2,0,2,0,5,16,0,0,0,0,0,0,0,1,1,1,0,0,114202,4017.9279164
1,57,1,4,0,1,2,0,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,113689,8154.3373814
1,57,1,4,0,1,2,0,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,104697,7421.6203319
2,57,1,2,0,1,2,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,107215,7530.9293112
2,57,1,2,0,1,2,0,2,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,109627,10487.684011
1,57,1,3,0,1,2,0,2,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,100989,793.03265106
1,57,4,2,0,1,2,0,2,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,105076,6350.1497899
1,57,2,2,0,1,2,0,2,0,3,15,0,0,0,0,1,0,0,0,0,0,0,0,102000,6137.5589162
1,57,1,4,0,1,2,0,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,105199,5699.7564793
1,57,1,3,0,1,2,0,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,109559,1611.355438
1,57,1,5,0,1,2,0,2,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,100944,2918.8110465
1,57,1,2,0,1,2,0,2,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,105110,1923.1903391
1,57,1,3,0,5,2,0,1,1,5,15,0,0,0,0,0,0,0,0,0,0,0,0,115455,1761.834151
2,57,1,3,0,1,2,0,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,109023,5189.7458839
1,57,1,2,1,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,116770,12509.101024
1,57,3,4,1,1,2,0,1,1,5,14,0,0,0,0,0,0,0,0,0,0,0,0,115492,9700.1204295
1,57,4,1,0,2,2,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,110709,16816.761939
1,57,4,3,0,6,2,0,2,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,114834,7564.0806638
1,57,1,2,1,6,2,0,2,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,110074,10037.561513
2,57,1,3,0,1,2,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,103647,5714.2231989
1,57,1,3,1,1,2,0,1,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,101866,7293.5108716
1,57,1,2,1,3,2,0,2,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,105882,5119.4237429
1,57,1,3,0,1,2,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,107291,3522.4093412
1,57,3,5,0,1,2,0,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,116954,2213.9626757
1,57,1,3,0,1,2,1,1,0,1,11,0,0,0,0,1,0,0,0,0,0,0,0,116814,8803.2960103
2,57,1,4,0,1,2,1,1,0,5,14,0,0,0,0,0,0,0,0,1,1,0,0,104140,7369.7120868
2,57,1,3,0,1,2,0,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,111416,9540.9401769
1,57,1,4,0,1,2,0,1,1,5,14,0,0,0,0,0,0,0,0,0,0,0,0,109256,13176.046274
1,57,2,4,0,1,2,0,2,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,105996,6251.9361706
2,57,2,2,0,2,2,0,2,0,3,4,0,1,0,0,0,1,0,0,0,0,0,0,106167,13251.767519
1,57,1,5,1,1,2,0,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,114256,4804.8809997
1,57,4,2,0,1,2,0,2,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,115448,6974.2196074
2,57,1,5,0,1,2,0,2,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,109489,7249.8928681
2,57,1,4,0,1,2,0,2,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,104274,5331.7875615
1,57,1,4,0,1,2,0,1,1,5,16,0,0,0,0,0,0,0,0,0,0,0,0,101176,4466.1402525
1,57,4,4,0,1,2,0,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,105623,6997.6262927
2,57,1,3,0,1,2,0,2,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,115731,6721.1569517
2,57,1,3,0,1,2,0,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,117593,5826.6195424
2,57,3,4,0,1,2,0,2,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,103798,5773.4521841
1,57,4,2,1,1,2,0,2,0,5,6,0,0,0,0,0,0,0,0,0,0,0,1,109175,7283.7632228
1,57,2,1,1,1,2,0,1,1,5,6,0,0,0,0,0,0,0,0,1,1,0,1,111487,2675.5729248
2,57,1,2,0,1,2,0,1,1,5,15,0,0,1,0,0,1,0,0,0,0,0,0,115388,6084.3287345
1,57,1,5,0,6,2,0,2,0,5,14,0,0,0,1,1,1,0,0,0,0,0,1,107693,4261.5304921
1,57,1,5,0,1,2,0,1,1,5,16,0,0,0,0,0,0,0,0,1,1,0,0,105253,10701.421218
2,57,2,4,0,1,2,0,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,100167,6827.1279669
2,57,1,4,0,1,2,0,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,100266,2665.8405806
2,57,1,2,0,1,2,0,1,1,5,12,0,0,0,0,0,0,0,0,0,0,0,0,112265,1258.7591801
1,57,3,4,0,1,2,0,2,0,5,9,0,0,0,0,0,1,0,0,0,0,0,1,105351,7357.1457316
1,57,1,3,0,2,2,0,2,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,110681,5353.987715
1,57,1,5,0,1,2,0,1,1,5,13,0,0,0,0,0,0,0,0,0,0,0,0,101556,9437.8566228
1,57,1,3,0,1,2,0,2,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,114382,6243.7840936
1,57,1,2,0,1,2,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,108546,4069.6586121
1,57,1,3,0,2,2,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,115939,9348.2268718
2,57,1,4,0,1,2,0,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,110547,7984.4160793
1,57,1,5,0,6,3,0,3,0,5,14,0,0,0,0,0,1,0,0,0,0,0,0,110610,11179.353384
1,57,2,2,0,3,3,1,2,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,118000,1308.6455536
1,57,1,5,0,1,3,0,2,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,116013,2471.7892039
2,57,1,3,0,2,3,0,3,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,109585,4718.6030209
1,57,1,3,0,1,3,2,1,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,106317,4640.4128034
1,57,3,3,0,1,3,0,2,1,5,16,0,0,0,0,0,0,0,0,0,0,0,0,109235,13055.424429
1,57,4,4,0,1,3,1,2,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,106987,7926.0842509
1,57,1,2,0,1,3,0,3,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,108978,2559.0487017
2,57,1,5,0,1,3,0,3,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,118224,9644.4136234
1,57,1,1,0,1,3,0,3,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,108149,5725.2688434
1,57,1,4,0,2,3,0,3,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,104436,8543.7496265
2,57,1,4,0,1,3,0,3,0,5,14,0,0,0,0,0,1,0,0,0,0,0,0,105900,5697.5671727
2,57,1,3,0,1,3,0,3,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,100468,4682.6385734
2,57,1,2,0,1,3,0,2,1,3,15,0,0,0,0,0,0,0,0,0,0,0,0,110394,7769.1495045
2,57,1,3,0,1,3,1,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,106745,6164.0843259
1,57,1,2,1,1,3,0,2,1,5,12,0,0,0,0,0,0,0,0,0,0,0,0,117101,8617.6501651
1,57,1,3,0,2,3,0,3,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,108132,1064.7389415
2,57,1,5,0,1,3,0,3,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,104937,912.32215539
2,57,1,4,0,1,3,0,3,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,115952,8739.6228256
2,57,1,4,0,1,3,0,3,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,103575,3146.908047
2,57,3,4,0,1,3,1,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,109861,8154.3615461
2,57,1,4,0,1,3,0,3,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,115747,4839.9506712
1,57,4,2,0,1,3,0,2,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,103845,4700.6894648
2,57,1,4,1,1,3,0,3,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,100222,7059.8848829
1,57,4,2,0,1,3,0,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,100908,7268.9789544
2,57,3,3,0,1,3,0,3,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,114864,4881.3832657
2,57,1,4,0,1,3,0,2,1,5,16,0,0,0,0,0,0,0,0,0,0,0,0,111757,10393.043231
1,57,1,3,0,1,3,0,3,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,111498,7167.2104438
2,57,2,1,0,1,3,1,2,0,5,2,0,0,0,0,0,0,0,0,1,1,0,0,105494,6260.3724976
1,57,1,4,0,1,3,1,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,105468,7307.420903
2,57,1,2,0,1,3,1,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,108801,6388.696336
1,57,1,5,0,1,3,0,3,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,112080,8659.2673395
1,57,1,3,0,1,3,0,3,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,115349,6762.7241986
1,57,2,2,0,1,3,0,2,1,5,12,1,1,1,1,1,1,1,1,1,1,1,1,102603,5265.7405267
1,57,1,5,0,1,3,1,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,106904,8659.2673395
2,57,3,4,0,4,3,0,2,1,5,16,0,0,0,0,0,0,0,0,0,0,0,1,100506,6520.8906505
2,57,1,3,0,1,3,0,3,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,107206,7506.3328545
1,57,1,5,0,1,3,0,3,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,102716,3796.0818535
2,57,1,4,0,1,3,0,3,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,116842,4573.6184049
1,57,1,4,0,1,3,0,3,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,105264,5261.1744519
2,57,3,2,0,1,3,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,104893,12362.211029
2,57,1,5,0,1,3,0,3,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,100356,8741.9541286
2,57,3,2,0,1,3,0,3,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,105781,948.01474546
1,57,1,3,0,1,3,0,2,1,3,15,0,0,0,0,0,0,0,0,0,0,0,0,103074,4302.442995
2,57,3,3,0,1,3,0,2,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,110770,7086.3852138
1,57,1,2,0,1,3,0,3,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,110716,7121.1703135
1,57,1,4,0,1,3,0,2,1,5,16,0,0,0,0,0,0,0,0,0,0,0,0,112231,2329.8074955
1,57,1,4,0,1,3,0,3,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,105048,15396.331881
1,57,2,3,0,1,3,0,3,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,112725,13447.418372
1,57,4,2,0,4,3,0,3,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,116562,4483.5341155
2,57,1,5,0,1,3,0,2,1,5,15,0,0,0,0,0,0,0,0,0,0,0,0,100627,7833.2119114
2,57,1,5,0,1,4,0,4,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,107034,6404.3490688
1,57,1,2,0,2,4,2,2,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,112212,10606.779724
2,57,1,2,0,1,4,0,4,0,5,12,0,0,0,0,0,1,0,0,0,0,0,0,103466,4664.8884469
1,57,4,3,0,6,4,0,4,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,100139,7143.5925816
2,57,1,2,1,1,4,0,4,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,109598,9062.891241
2,57,1,5,0,1,4,0,4,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,101342,12863.083954
1,57,1,3,0,1,4,1,3,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,107748,3079.4591138
2,57,1,5,0,2,4,1,3,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,101570,7027.65168
2,57,1,4,0,1,4,2,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,114261,4609.7053828
1,57,1,2,0,1,4,0,3,1,5,16,0,0,0,0,0,0,0,0,0,0,0,0,113434,7386.4062528
2,57,1,3,0,1,4,2,2,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,117564,3307.0341909
2,57,1,4,0,1,4,2,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,105912,912.06587257
1,57,1,3,0,1,4,0,4,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,112140,1993.9287189
1,57,3,2,0,1,4,0,4,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,118306,8166.5186621
2,57,2,4,0,1,4,0,4,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,107187,4761.869783
1,57,1,4,0,1,4,0,4,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,105892,4063.671251
2,57,1,3,0,1,4,0,4,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,111338,6757.8171547
2,57,1,4,0,1,4,2,2,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,116692,4690.356039
2,57,1,5,0,2,4,1,3,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,108519,7145.1090262
2,57,1,2,0,1,4,0,4,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,102446,5215.4853451
1,57,1,4,0,1,4,0,4,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,110944,678.11295537
2,57,4,3,0,1,4,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,101428,9869.3688685
2,57,1,3,0,1,4,0,4,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,106757,6500.1351681
2,57,1,3,0,1,4,1,3,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,100736,5619.0655028
2,57,1,2,1,1,4,2,2,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,108047,12707.985751
2,57,1,3,0,1,4,3,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,101407,3459.2198841
1,57,4,4,0,1,4,0,2,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,105040,8775.0538536
1,57,1,4,0,1,4,1,3,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,117639,1003.74066
2,57,1,4,0,1,4,2,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,115818,3573.9578838
1,57,1,1,1,1,4,1,3,0,5,7,0,0,0,0,0,0,0,0,0,0,0,1,111081,13872.850132
2,57,1,4,0,1,4,1,3,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,117719,6689.736116
2,57,3,3,0,1,4,0,4,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,117779,2257.1658318
1,57,4,4,0,1,4,1,3,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,106682,5292.0183325
2,57,1,4,0,1,4,1,3,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,102956,1709.2469199
2,57,1,4,0,1,4,2,2,0,5,15,0,0,0,0,0,1,0,0,0,0,0,0,105615,6422.4424684
2,57,1,1,0,4,4,0,4,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,114814,7748.8521754
1,57,1,2,0,1,4,1,2,1,5,15,0,0,0,0,0,0,0,0,0,0,0,0,118145,5746.1810241
1,57,1,3,0,1,4,1,3,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,112204,3683.3373576
1,57,1,5,0,1,5,4,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,111576,3717.6807629
2,57,1,4,0,1,5,3,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,111580,7220.2550525
1,57,3,2,0,1,5,2,3,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,106235,10995.422485
2,57,1,3,0,1,5,3,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,112610,5458.7981678
2,57,1,2,0,1,5,2,3,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,102267,7054.7919186
1,57,1,3,0,1,5,0,4,1,5,14,0,0,0,0,0,1,0,0,0,0,0,0,110774,1338.3637496
1,57,4,3,0,1,5,1,3,1,5,9,0,0,0,0,0,0,1,0,1,1,0,0,117510,15246.997639
2,57,1,5,0,1,5,1,4,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,112987,2548.6676364
1,57,1,4,0,1,5,2,3,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,104057,5027.2305553
1,57,4,2,0,1,5,1,4,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,116930,7061.0919407
1,57,2,2,0,2,5,1,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,107208,2069.5649561
1,57,2,2,0,1,5,1,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,108221,4956.7876839
1,57,2,2,0,2,5,0,4,1,5,8,0,0,0,0,0,1,0,0,0,0,0,1,111781,1665.6808503
1,57,1,4,0,1,5,2,3,0,5,16,0,1,0,1,0,1,0,0,0,0,1,1,117350,9247.492428
2,57,1,3,0,1,5,3,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,112279,6012.8103168
1,57,2,4,0,1,6,3,3,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,117715,5484.2199351
1,57,4,4,0,1,6,1,5,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,109801,4588.1407497
1,57,2,4,0,1,6,0,6,0,5,16,0,0,0,0,0,0,0,0,0,0,0,1,114191,3989.9022174
2,57,3,4,0,4,6,2,2,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,117980,10325.807506
1,57,4,4,0,5,6,2,4,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,103217,4760.1930068
1,57,1,2,0,1,7,3,4,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,114483,9312.5872353
1,57,1,2,0,1,7,3,3,1,5,16,0,0,0,0,0,0,0,0,0,0,0,0,112936,5726.5907013
2,58,4,3,0,1,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,105771,10086.046446
1,58,1,3,0,1,1,0,1,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,114644,2717.6809805
2,58,1,2,0,1,1,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,105331,11280.211245
2,58,1,2,0,1,1,0,1,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,102091,9988.1716958
2,58,1,5,1,1,1,0,1,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,103001,4061.0744497
1,58,1,4,0,1,1,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,111571,1466.8397398
1,58,2,2,0,2,1,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,100677,13731.430064
2,58,2,4,0,1,1,0,1,0,2,11,0,0,0,0,0,1,0,0,0,0,0,0,113334,6135.5655883
2,58,4,2,0,3,1,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,104009,6246.8030052
1,58,1,4,0,1,1,0,1,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,101105,5258.6156747
2,58,1,5,0,1,1,0,1,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,114080,4986.8358827
2,58,1,3,0,2,1,0,1,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,114715,1692.4751489
1,58,2,3,0,1,1,0,1,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,113043,6840.9770231
1,58,3,2,0,1,1,0,1,0,5,2,0,0,0,1,0,1,0,0,0,0,0,0,112968,8631.4129677
2,58,4,1,0,1,1,0,1,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,103804,9917.0840568
2,58,1,3,0,1,1,0,1,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,113040,11903.243345
1,58,4,2,0,1,1,0,1,0,5,3,0,0,0,0,0,1,0,0,0,0,0,0,101275,10092.130819
1,58,1,4,0,1,1,0,1,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,103807,3604.9454884
2,58,2,4,0,1,1,0,1,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,101405,7127.3762918
2,58,3,2,0,2,1,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,105813,10370.620973
2,58,3,3,0,2,1,0,1,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,102457,9107.1472593
1,58,1,5,0,2,1,0,1,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,104051,7011.4472029
2,58,1,5,0,2,1,0,1,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,105112,9606.6531681
2,58,1,3,0,1,1,0,1,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,112410,3533.7728599
2,58,1,3,0,1,1,0,1,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,103235,13375.261456
2,58,4,3,0,1,1,0,1,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,110441,6535.2401102
1,58,4,3,0,1,1,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,103889,1756.7658593
1,58,1,5,0,1,1,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,109005,7110.1412406
2,58,3,2,0,1,1,0,1,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,107934,10901.594895
1,58,3,5,0,1,1,0,1,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,100512,3428.7133742
1,58,4,3,0,1,1,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,104586,2984.8451345
2,58,1,4,0,1,1,0,1,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,102712,1917.9312797
1,58,1,3,0,1,1,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,115200,9307.6859884
1,58,2,2,0,2,1,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,105236,14865.354274
2,58,2,3,0,1,1,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,101370,8456.0936959
2,58,4,1,0,2,1,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,102780,6672.6306305
2,58,1,5,0,1,1,0,1,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,117293,12828.875592
1,58,1,5,0,1,1,0,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,1,105575,1298.6683556
1,58,1,3,0,1,1,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,105206,4722.9747908
1,58,2,2,0,1,1,0,1,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,101672,5506.5049808
1,58,4,3,0,1,1,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,112384,12549.136237
1,58,1,4,0,1,1,0,1,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,100372,4093.0617327
1,58,4,3,0,1,1,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,116950,14055.024641
2,58,2,1,0,1,1,0,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,118380,4830.4340974
2,58,1,1,0,1,1,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,103550,4546.4002548
1,58,1,5,0,4,1,0,1,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,101304,6545.7291969
1,58,4,5,0,1,1,0,1,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,108086,6982.558892
1,58,3,3,0,1,1,0,1,0,5,11,0,0,0,0,0,0,1,1,1,0,0,0,109123,2997.2657372
2,58,1,3,0,2,1,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,102665,7394.5316085
