"HHSEX","HHAGE","EMPLOYHH","EDUCATION","SDESCENT","HOUSEHOLDER_RACE","NHSLDMEM","NUMCHILD","NUMADULT1","NUMADULT2","ATHOME","MONEYPY","ZATHOME","ZEDUCATION","ZEMPLOYHH","ZHHAGE","ZHHSEX","ZMONEYPY","ZNHSLDMEM","ZNUMADULT1","ZNUMADULT2","ZNUMCHILD","ZSDESCENT","ZHOUSEHOLDER_RACE","DOEID","NWEIGHT"
2,43,1,3,0,2,1,0,1,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,100442,3914.0403243
2,43,4,2,0,1,1,0,1,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,113738,8098.963382
2,43,3,2,0,1,1,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,115216,8015.0756151
2,43,1,3,0,1,1,0,1,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,109557,12656.090935
2,43,1,5,1,1,1,0,1,0,5,15,0,0,0,0,0,1,0,0,0,0,0,0,115203,9271.7639018
1,43,1,5,1,1,1,0,1,0,5,16,0,0,0,0,0,0,0,0,0,0,0,1,108604,7366.4020748
1,43,1,4,0,2,1,0,1,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,110612,13265.613101
2,43,4,1,0,1,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,114554,12054.797858
1,43,1,3,0,2,1,0,1,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,114710,4728.8372429
2,43,1,3,0,1,1,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,110062,9333.8439184
1,43,1,3,0,2,1,0,1,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,108199,9014.9506726
2,43,1,4,0,2,1,0,1,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,116069,2704.343428
2,43,1,5,0,4,1,0,1,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,116425,9023.1790293
1,43,1,5,0,1,1,0,1,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,113202,545.47924841
2,43,1,3,0,1,1,0,1,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,103344,2753.1348049
2,43,4,3,0,1,1,0,1,0,5,7,0,0,0,1,0,0,0,0,0,0,0,0,101524,1655.7267751
1,43,1,3,0,1,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,115466,2559.7486987
2,43,1,5,1,1,2,0,2,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,108709,16155.817382
2,43,1,3,0,1,2,0,2,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,108817,13038.370222
2,43,1,5,0,1,2,0,2,0,5,15,1,0,0,1,1,1,0,1,1,1,1,1,114339,3375.2843915
2,43,1,3,0,1,2,0,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,114463,7585.2556147
1,43,1,2,0,2,2,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,115258,13569.501133
1,43,4,3,0,1,2,0,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,113709,4356.2825032
1,43,1,5,0,1,2,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,108756,4291.9957431
1,43,3,2,0,2,2,0,2,0,5,1,0,0,0,0,0,0,0,1,1,0,0,0,118121,13086.812258
2,43,4,4,0,1,2,0,2,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,111375,7910.2811403
2,43,4,2,0,1,2,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,116571,6433.788232
1,43,1,4,0,1,2,0,1,1,5,16,0,0,0,0,0,0,0,0,0,0,0,0,117524,5616.3638864
2,43,4,3,0,2,2,0,2,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,113824,7012.9973302
2,43,4,3,0,1,2,1,1,0,5,12,0,0,0,0,0,0,1,1,1,0,0,1,114473,7917.0561201
2,43,1,4,0,1,2,0,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,104726,5543.9116484
1,43,4,2,0,1,2,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,117823,6543.0679455
2,43,1,4,0,1,2,0,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,103452,1446.9699296
2,43,1,3,0,1,2,0,2,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,111768,16780.300818
1,43,4,4,0,1,2,0,2,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,109578,6545.5532918
2,43,4,2,0,2,2,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,105033,11582.759095
1,43,1,5,1,2,2,1,1,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,104320,9267.2645187
1,43,1,5,0,1,2,0,1,1,5,16,0,0,0,0,0,0,0,0,1,1,0,0,115756,7278.0714789
1,43,4,4,0,1,2,0,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,117021,6945.4278043
1,43,1,2,0,1,2,0,2,0,5,14,0,0,0,0,0,1,0,0,0,0,0,0,106190,5463.7164434
2,43,1,4,0,3,2,0,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,113189,4933.7708799
1,43,1,5,0,1,2,1,1,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,115081,9179.0255695
1,43,1,3,1,1,2,0,2,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,104060,8307.3902567
2,43,1,3,0,2,2,1,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,110525,1057.9229564
1,43,1,2,0,1,2,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,115303,4535.8365605
1,43,4,4,0,1,2,0,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,104206,12554.665903
2,43,4,4,0,4,2,0,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,103287,13697.889571
2,43,2,2,1,1,2,1,1,0,5,9,0,0,0,0,0,0,0,0,0,0,0,1,112439,11035.695413
1,43,1,3,0,1,2,0,2,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,111131,4210.9914878
1,43,1,4,0,1,2,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,110199,985.18223433
1,43,1,5,0,6,2,1,1,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,100089,4808.4175778
1,43,1,3,0,1,2,0,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,112239,9802.5367675
1,43,1,5,0,1,2,0,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,118471,5149.0633383
1,43,4,2,0,1,2,0,2,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,111857,12219.285714
2,43,1,2,0,1,2,0,1,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,117763,8334.1094861
1,43,1,4,0,1,2,0,2,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,103925,16716.748568
2,43,2,3,0,1,2,0,2,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,108965,6569.1090362
1,43,1,5,0,2,2,1,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,116407,5875.2465682
1,43,1,3,0,2,2,0,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,100421,1154.3018361
2,43,1,3,0,1,2,0,2,0,5,10,1,1,1,1,1,1,1,1,1,1,1,1,113402,7983.5118704
1,43,1,2,0,1,2,0,2,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,108509,7902.0367142
2,43,1,4,1,1,2,1,1,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,118278,11959.234256
1,43,2,3,0,1,2,0,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,111624,4539.5844398
1,43,1,3,0,1,2,0,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,101595,9482.6024696
1,43,4,2,0,1,2,0,2,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,112588,4615.7372219
1,43,1,2,0,1,2,0,2,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,105220,4044.5060651
2,43,1,4,0,2,2,0,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,117877,7514.0649885
1,43,1,5,0,1,2,0,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,117917,5710.035735
1,43,1,3,0,2,2,0,2,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,100494,5113.1025085
1,43,1,3,0,6,2,1,1,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,112180,9914.739642
1,43,1,5,0,1,2,0,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,102913,1667.4964907
1,43,1,2,0,1,2,1,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,111927,9100.2826224
2,43,1,3,0,1,3,1,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,109819,6329.3360735
2,43,2,3,0,1,3,0,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,111837,897.22815002
1,43,1,3,0,1,3,1,1,1,5,12,0,0,0,0,0,0,0,0,0,0,0,0,109719,6349.2174088
1,43,1,4,0,6,3,1,2,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,102962,5557.121347
2,43,1,3,0,1,3,1,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,105735,10353.969905
2,43,1,5,0,4,3,1,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,102507,4552.1086978
2,43,1,5,0,1,3,1,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,116191,4287.9253738
1,43,2,2,0,1,3,2,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,116448,1744.0987249
2,43,1,4,0,1,3,2,1,0,5,16,1,1,1,1,1,1,1,1,1,1,1,1,117724,8790.3259782
1,43,2,4,0,1,3,1,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,117104,597.36820989
1,43,1,5,0,1,3,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,113161,5980.5796849
1,43,1,3,0,1,3,1,2,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,116462,992.99495996
2,43,1,2,0,1,3,1,1,1,5,13,0,0,0,0,0,0,0,0,0,0,0,0,107892,11136.713953
2,43,1,4,0,1,3,0,1,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,112031,13762.342874
1,43,1,5,0,1,3,1,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,104064,6362.8754165
2,43,1,2,0,1,3,1,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,111890,5019.6114783
1,43,1,5,0,1,3,1,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,105208,5679.4777261
1,43,2,3,0,1,3,1,2,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,104658,6562.4628986
1,43,1,5,0,1,3,1,2,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,100735,7729.630058
1,43,4,5,0,1,3,1,2,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,103102,9131.6692641
2,43,1,4,0,1,3,1,2,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,105396,10364.008222
1,43,1,3,0,2,3,2,1,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,100047,3763.2540004
2,43,1,2,0,1,3,1,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,114828,5425.2857556
1,43,1,4,0,1,3,2,1,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,106418,9498.3151858
1,43,1,5,0,1,3,1,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,107919,7845.8347223
1,43,1,2,0,2,3,1,2,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,112302,8249.8220459
1,43,4,5,0,4,3,1,2,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,117999,18363.26775
1,43,1,3,0,1,3,0,3,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,104154,7859.902023
2,43,4,4,0,2,3,1,2,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,104191,3903.1064347
2,43,1,3,0,1,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,106116,944.26896813
1,43,1,4,1,1,3,1,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,1,117345,5478.6238451
2,43,1,3,1,6,3,1,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,114896,12042.391554
2,43,1,5,0,1,3,2,1,0,5,16,0,0,0,0,0,1,0,0,0,0,0,1,108118,4712.8341571
1,43,1,4,0,1,3,2,1,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,113120,3769.5083883
1,43,1,4,0,1,3,0,3,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,108335,13032.78057
1,43,1,3,1,1,3,0,3,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,117003,5977.9062846
2,43,1,3,0,1,3,1,2,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,116854,859.41347373
2,43,1,2,0,1,3,0,3,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,107704,5042.885586
1,43,1,3,0,1,3,1,2,0,5,11,0,0,0,0,0,0,1,1,1,0,0,0,112539,8814.4693992
2,43,1,4,0,1,3,1,1,1,2,15,0,0,0,0,0,0,0,0,0,0,0,0,113060,6516.0500878
1,43,1,4,0,1,3,2,1,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,102136,6270.2473632
2,43,1,3,0,1,3,1,2,0,3,14,0,0,0,0,0,0,0,0,0,0,0,1,117179,1998.1798987
1,43,1,2,1,1,3,1,2,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,110538,18799.330037
1,43,1,2,1,1,3,1,1,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,117922,11710.733204
1,43,4,4,0,1,3,1,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,111474,9320.8243395
1,43,1,4,0,1,3,0,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,110483,4933.6552066
1,43,1,2,0,1,3,2,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,117940,2612.1509029
1,43,1,5,1,1,3,0,3,0,5,15,0,0,0,0,0,0,0,0,0,0,0,1,110694,11884.966274
2,43,1,4,0,1,3,1,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,117352,2698.2681133
1,43,1,3,0,1,3,2,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,108276,10081.892688
1,43,4,4,0,1,4,2,2,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,104914,7044.6919188
1,43,1,5,0,1,4,2,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,114053,3165.5494217
1,43,1,4,0,1,4,2,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,109368,2147.675282
1,43,1,2,0,1,4,2,2,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,104148,6400.6331607
2,43,1,5,0,1,4,2,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,104941,4171.3880631
2,43,2,2,0,1,4,2,2,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,113750,1672.169942
1,43,1,5,1,2,4,1,3,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,108172,8403.1620099
1,43,4,4,0,1,4,2,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,117299,6512.1671579
1,43,1,4,0,6,4,2,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,114883,1275.1103951
2,43,2,3,0,1,4,1,3,0,5,13,1,1,1,1,0,1,1,1,1,1,1,1,104716,6906.5298574
1,43,2,2,0,1,4,1,3,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,102934,2450.2144678
1,43,1,5,0,1,4,2,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,112289,5065.7737841
1,43,1,3,0,1,4,1,3,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,102354,4200.2788587
1,43,1,4,0,3,4,2,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,104460,781.61557705
1,43,1,4,0,1,4,2,2,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,113785,2436.3734245
1,43,1,3,0,1,4,2,2,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,100572,7662.838383
2,43,1,4,0,1,4,2,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,106457,4894.1965049
1,43,4,5,0,4,4,2,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,108115,1759.6159433
1,43,1,5,0,1,4,2,2,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,102365,4152.5114748
1,43,2,4,0,1,4,2,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,114047,5843.0237008
1,43,4,3,0,1,4,2,2,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,105736,6195.8932442
1,43,4,3,0,1,4,2,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,117565,6316.333615
1,43,1,5,0,1,4,2,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,103895,8606.9896896
2,43,1,4,0,1,4,2,2,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,101050,4508.9251989
1,43,4,5,0,1,4,2,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,115856,14420.493069
1,43,1,3,0,1,4,2,2,0,2,11,0,0,0,0,0,0,1,0,1,0,0,0,101034,6729.1458612
2,43,1,4,0,1,4,2,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,105265,605.25682229
2,43,1,3,1,1,4,2,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,1,111389,12621.160675
1,43,1,5,0,1,4,2,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,118424,6890.1671667
2,43,1,5,0,1,4,2,2,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,103548,2473.7605753
2,43,1,4,0,1,4,2,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,109817,4699.9010911
2,43,1,2,1,1,4,1,3,0,5,14,0,0,0,0,0,0,0,0,0,0,0,1,117105,4976.713566
1,43,2,4,0,1,4,2,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,101553,10415.554243
2,43,1,5,0,2,4,2,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,108359,6977.8389001
1,43,1,3,0,1,4,2,1,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,111947,6844.0931044
1,43,2,3,0,1,4,1,3,0,5,15,0,0,0,0,0,0,1,0,1,1,0,0,113759,7770.26056
2,43,1,4,0,1,4,2,2,0,1,8,0,0,0,0,0,0,1,0,1,0,0,0,106888,15671.265104
2,43,1,4,0,1,4,2,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,102964,6726.0657624
2,43,1,2,0,1,4,2,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,115179,4913.833576
2,43,1,2,0,1,4,1,3,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,106744,1997.0968657
1,43,1,3,1,1,4,0,4,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,101379,3131.0378253
2,43,1,5,0,1,4,2,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,113533,5134.340398
1,43,4,4,0,4,4,2,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,104526,7725.837122
1,43,1,5,0,1,4,1,3,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,102193,3805.0795712
2,43,1,4,0,1,4,2,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,104537,5038.7856533
1,43,1,4,0,1,4,2,2,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,103513,3813.877509
1,43,2,4,0,1,4,2,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,112499,915.53188896
2,43,1,4,0,1,4,2,2,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,116870,4898.8247948
2,43,1,4,0,1,4,2,2,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,117346,8134.8439041
1,43,4,2,0,1,4,1,2,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,104396,5294.4449616
1,43,1,5,0,1,4,2,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,114271,5123.3016162
2,43,1,3,0,1,4,0,4,0,5,11,1,1,1,1,1,1,1,1,1,1,1,1,110692,7684.4794192
1,43,1,5,0,1,4,1,3,0,5,13,0,0,0,0,0,1,0,0,0,0,0,0,109142,4658.8723989
2,43,1,3,1,1,4,2,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,116754,4869.9707412
2,43,4,2,1,1,4,2,2,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,113389,9992.1180421
1,43,1,5,0,2,4,1,2,1,5,11,0,0,0,0,0,0,1,1,1,0,0,0,106956,6036.1540531
1,43,4,1,0,4,4,2,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,108680,9625.0262505
2,43,3,3,0,1,4,2,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,114740,4232.4214197
1,43,2,3,0,2,4,2,2,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,108219,8356.0352645
2,43,1,4,0,1,4,2,2,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,101388,9416.9473148
2,43,1,4,0,1,4,2,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,109436,4400.3971337
2,43,1,2,0,1,4,2,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,112010,11770.598199
1,43,1,5,0,6,4,3,1,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,107864,4031.9919247
1,43,1,5,0,1,4,2,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,104668,763.53758907
2,43,1,4,0,2,4,2,1,1,5,15,0,0,0,0,0,0,0,0,0,0,0,0,114635,4297.6216346
2,43,1,5,0,1,4,2,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,109440,4066.0279354
1,43,2,3,0,2,4,0,4,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,112435,7933.18954
2,43,1,3,0,1,4,2,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,114636,5130.1247951
2,43,1,4,0,1,4,2,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,103777,1448.3427104
1,43,1,5,0,1,4,2,2,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,104194,7820.8725618
1,43,1,5,1,6,4,2,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,107912,6973.997602
2,43,1,5,0,1,4,2,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,104276,4575.1674807
2,43,3,3,0,1,5,3,2,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,104461,6776.9661456
1,43,1,5,0,1,5,3,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,104556,3764.9028653
2,43,1,5,0,1,5,2,2,1,5,16,0,0,0,0,0,0,0,0,0,0,0,0,106824,6732.7013339
1,43,2,3,1,1,5,3,2,0,5,11,0,0,0,0,0,0,0,0,0,0,0,1,112346,6809.4697949
1,43,4,5,0,1,5,3,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,115675,3903.1064347
1,43,1,4,0,1,5,3,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,102636,5501.4599709
1,43,1,5,0,1,5,3,2,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,110162,3519.7577645
2,43,1,5,0,1,5,3,2,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,113340,9402.4641924
2,43,1,5,1,1,5,3,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,105537,14480.469203
1,43,2,5,0,1,5,3,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,112622,6501.3490503
2,43,1,4,0,1,5,3,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,105581,5929.3410048
1,43,4,5,0,2,5,3,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,104144,6760.6841175
1,43,1,4,0,1,5,3,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,108300,10659.804522
2,43,1,4,1,6,5,2,2,1,5,14,0,0,0,0,0,0,0,0,0,0,0,1,106326,6423.4881887
1,43,1,4,0,1,5,2,3,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,105551,6481.5854296
1,43,1,4,0,1,5,3,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,102154,8081.6523573
1,43,1,5,0,1,5,3,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,101786,6998.9066664
1,43,1,3,0,1,5,3,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,115147,5249.8591796
1,43,2,4,0,1,5,1,4,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,114113,705.21081909
2,43,1,3,0,1,5,2,3,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,110872,2063.230688
1,43,4,4,0,1,5,3,2,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,100496,3091.9896083
2,43,1,4,0,1,5,3,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,110340,6287.8099519
1,43,4,2,0,1,5,1,4,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,112754,5533.4956902
2,43,1,1,0,4,6,2,2,2,5,11,0,0,0,0,0,0,0,0,0,0,0,0,100620,6017.7779465
2,43,1,2,1,1,6,1,5,0,5,14,0,0,0,0,0,0,0,0,0,0,0,1,105583,12560.59341
2,43,1,3,0,1,6,2,2,2,5,14,0,0,0,0,0,1,0,0,0,0,0,0,100779,2005.9846711
1,43,1,3,0,1,6,3,3,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,105300,7258.4652232
2,43,1,5,0,4,6,3,2,1,5,12,0,0,0,0,0,0,0,0,0,0,0,0,103872,10692.620099
1,43,4,2,0,2,6,3,3,0,5,1,0,0,0,0,0,0,1,1,1,0,0,0,113921,8480.9653104
2,43,1,3,0,1,6,4,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,104772,7037.2968858
2,43,1,4,0,1,6,3,3,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,111535,4174.5619723
1,43,4,4,0,1,6,3,3,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,115868,2065.1196346
2,43,1,3,0,1,6,3,3,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,106107,2494.6302979
2,43,1,5,0,1,6,4,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,116207,11448.209678
2,43,1,2,1,1,6,2,4,0,5,10,0,0,0,0,0,1,0,1,1,1,0,0,108141,15485.139449
2,43,1,4,1,1,6,3,3,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,112654,7033.320779
1,43,4,2,0,1,6,4,2,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,106183,3190.3875234
1,43,1,2,0,1,7,2,5,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,110046,4613.8018773
1,43,4,4,0,1,7,3,4,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,101549,4752.2394909
1,43,1,3,0,2,7,4,3,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,103549,8249.1202693
1,43,1,2,1,1,7,3,4,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,113640,7319.6651242
1,43,1,4,0,1,7,4,3,0,5,12,0,0,0,0,0,0,0,0,0,0,0,1,111520,6623.3033616
2,44,4,2,0,1,1,0,1,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,105695,27199.869418
2,44,1,3,0,1,1,0,1,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,115475,7773.8752501
