"DOEID","BA_climate","IECC_climate_code","UATYP10","NWEIGHT"
107559,Cold,5A,U,4089.8131053
105517,Cold,5A,U,6453.9589223
105930,Cold,5A,U,3658.9895273
106337,Cold,5A,U,8029.2072425
108574,Cold,5A,U,6513.9486491
117539,Cold,5A,U,4252.4522019
114429,Cold,5A,U,6337.730117
106027,Cold,5A,U,6555.2470117
106612,Cold,5A,U,10710.88307
104425,Cold,5A,U,3557.1465471
110702,Cold,5A,U,8072.0765138
115619,Cold,5A,U,6599.8911477
107662,Cold,5A,U,11935.622075
114454,Cold,5A,U,3819.7651654
109629,Cold,5A,U,11846.623771
113142,Cold,5A,U,5570.4972788
109461,Cold,5A,U,5954.6051361
107199,Cold,5A,U,5968.4279936
108694,Cold,5A,U,18092.150968
112633,Cold,5A,U,3778.8524963
116036,Cold,5A,U,6514.577162
110527,Cold,5A,U,11186.003938
111534,Cold,5A,U,13318.876479
109015,Cold,5A,U,11472.643002
117778,Cold,5A,U,13862.671517
116185,Cold,5A,U,3940.2918199
114254,Cold,5A,U,12091.586147
101318,Cold,5A,U,10952.510612
111153,Cold,5A,U,8419.3813828
114852,Cold,5A,U,2343.2790616
112585,Cold,5A,U,3493.2077038
102005,Cold,5A,U,4110.8212915
117495,Cold,5A,U,3931.277312
112246,Cold,5A,U,14541.888523
109557,Cold,5A,U,12656.090935
104641,Cold,5A,U,5460.7945122
113750,Cold,5A,U,1672.169942
110856,Cold,5A,U,16354.683832
103485,Cold,5A,U,8713.7532418
103806,Cold,5A,U,4810.4907805
100186,Cold,5A,U,8007.1050102
108973,Cold,5A,U,10527.538697
115920,Cold,5A,U,6529.4872968
103921,Cold,5A,U,8162.9746059
111612,Cold,5A,U,5881.8060801
100884,Cold,5A,U,5021.6653569
116997,Cold,5A,U,6235.5087677
111102,Cold,5A,U,5819.8628369
110617,Cold,5A,U,7262.624178
113175,Cold,5A,U,3150.212124
117879,Cold,5A,U,2691.6886655
111156,Cold,5A,U,8164.3493237
102677,Cold,5A,U,4694.6626652
109430,Cold,5A,U,6535.337657
101980,Cold,5A,U,3746.9298577
104085,Cold,5A,U,7284.8534277
109407,Cold,5A,U,4206.038869
110161,Cold,5A,U,2744.9180256
102919,Cold,5A,U,5215.4853451
101631,Cold,5A,U,7137.7334688
112821,Cold,5A,U,5492.5920052
117460,Cold,5A,U,4220.7088087
103197,Cold,5A,U,5617.3864007
108150,Cold,5A,U,7591.4985555
110933,Cold,5A,U,7391.5422689
107124,Cold,5A,U,6888.9955324
116029,Cold,5A,U,5060.9332449
111835,Cold,5A,U,6329.9440174
103316,Cold,5A,U,6118.364332
101506,Cold,5A,U,2252.9063045
114509,Cold,5A,U,10877.74655
102882,Cold,5A,U,5029.1825996
104201,Cold,5A,U,5928.3868229
111450,Cold,5A,U,3434.1488103
116303,Cold,5A,U,11949.294767
109372,Cold,5A,U,1169.4195792
110373,Cold,5A,U,6390.1646483
106346,Cold,5A,U,11888.269918
106889,Cold,5A,U,2103.8891416
103370,Cold,5A,U,10537.8012
104515,Cold,5A,U,4156.9143463
109715,Cold,5A,U,3252.5470133
102583,Cold,5A,U,21577.503433
100155,Cold,5A,U,3711.7042353
117051,Cold,5A,U,1392.9145374
116530,Cold,5A,U,3145.7982657
113016,Cold,5A,U,6350.0535951
102774,Cold,5A,U,12050.467314
110653,Cold,5A,U,11765.153705
102713,Cold,5A,U,12464.359841
110433,Cold,5A,U,4348.6705321
100379,Cold,5A,U,4985.0007811
102206,Cold,5A,U,6804.0092302
107501,Cold,5A,U,7094.4657992
101341,Cold,5A,U,8037.411572
104042,Cold,5A,U,2350.5028581
106377,Cold,5A,U,6861.7408821
111451,Cold,5A,U,8774.9583132
108791,Cold,5A,U,12637.454442
106441,Cold,5A,U,4101.2217865
108569,Cold,5A,U,6194.0626358
101564,Cold,5A,U,2687.1032557
106332,Cold,5A,U,10350.595607
108984,Cold,5A,U,6494.8266529
112780,Cold,5A,U,4025.8513174
113745,Cold,5A,U,6244.3370007
107074,Cold,5A,U,5275.1288393
109731,Cold,5A,U,15075.986103
108370,Cold,5A,U,11156.269119
114237,Cold,5A,U,1280.2512484
105904,Cold,5A,U,2837.8535947
104832,Cold,5A,U,9654.7202279
117874,Cold,5A,U,5940.3766332
103443,Cold,5A,U,1918.4662639
108320,Cold,5A,U,10590.154491
111047,Cold,5A,U,7471.4417446
101502,Cold,5A,U,4516.9160209
113532,Cold,5A,U,4218.1105066
100991,Cold,5A,U,3517.2335301
117352,Cold,5A,U,2698.2681133
111972,Cold,5A,U,3545.9855845
113008,Cold,5A,U,9445.3904744
100762,Cold,5A,U,4481.9219885
105431,Cold,5A,U,6778.1775293
100992,Cold,5A,U,10232.794476
117319,Cold,5A,U,6706.0416649
111858,Cold,5A,U,12750.187642
100659,Cold,5A,U,5801.0546928
115760,Cold,5A,U,9869.8755956
114653,Cold,5A,U,4850.5941184
112330,Cold,5A,U,8369.7425397
116191,Cold,5A,U,4287.9253738
100853,Cold,5A,U,6210.7713367
114527,Cold,5A,U,10183.673488
116033,Cold,5A,U,3885.766347
103433,Cold,5A,U,8664.4685264
101678,Cold,5A,U,20366.115393
114470,Cold,5A,U,4548.6642156
115580,Cold,5A,U,2751.6214772
115672,Cold,5A,U,2002.3152226
116351,Cold,5A,U,13820.526666
100234,Cold,5A,U,8077.8025576
114464,Cold,5A,U,4242.8648751
100512,Cold,5A,U,3428.7133742
106213,Cold,5A,U,12102.95835
109626,Cold,5A,U,5138.6350074
104471,Cold,5A,U,8411.6077236
117301,Cold,5A,U,11376.961257
104052,Cold,5A,U,12880.597263
106063,Cold,5A,U,5776.511214
104510,Cold,5A,U,17407.115918
101760,Cold,5A,U,8574.9784621
110672,Cold,5A,U,2409.2566309
109808,Cold,5A,U,7604.1418479
100562,Cold,5A,U,6530.3350103
110468,Cold,5A,U,8950.8073418
110509,Cold,5A,U,3665.5079051
110186,Cold,5A,U,3672.4687492
115812,Cold,5A,U,13146.741872
113104,Cold,5A,U,4506.7816965
116605,Cold,5A,U,2932.2413429
109579,Cold,5A,U,4178.3216954
101969,Cold,5A,U,16459.240075
113393,Cold,5A,U,3756.049377
116756,Cold,5A,U,10711.606685
105697,Cold,5A,U,6906.0536851
118008,Cold,5A,U,6401.3345586
100518,Cold,5A,U,5906.2759549
109072,Cold,5A,U,4086.4045311
105333,Cold,5A,U,8947.1754606
116162,Cold,5A,U,3857.6780514
107733,Cold,5A,U,3783.7677939
104608,Cold,5A,U,5433.7170096
115361,Cold,5A,U,8040.7844759
106308,Cold,5A,U,3667.2189159
103984,Cold,5A,U,9042.0623239
112632,Cold,5A,U,3573.9578838
114388,Cold,5A,U,3732.8324098
108415,Cold,5A,U,7452.4322597
101617,Cold,5A,U,2810.0334477
110571,Cold,5A,U,3873.2776579
111149,Cold,5A,U,3970.5660809
105874,Cold,5A,U,14310.73602
110961,Cold,5A,U,14091.161458
112204,Cold,5A,U,3683.3373576
110827,Cold,5A,U,7045.5905261
115790,Cold,5A,U,3572.0733102
115630,Cold,5A,U,4838.8528965
117407,Cold,5A,U,8480.5281234
100611,Cold,5A,U,5101.9530963
112490,Cold,5A,U,18299.387347
110658,Cold,5A,U,5025.8294328
116013,Cold,5A,U,2471.7892039
107607,Cold,5A,U,12225.09708
100516,Cold,5A,U,2853.4781956
112171,Cold,5A,U,5675.9832723
102719,Cold,5A,U,3701.8327887
106948,Cold,5A,U,8589.9168365
110824,Cold,5A,U,3491.2515896
105493,Cold,5A,U,3335.5517966
101153,Cold,5A,U,9168.86377
108261,Cold,5A,U,19643.876308
103309,Cold,5A,U,3118.5800799
101114,Cold,5A,U,11659.003838
103444,Cold,5A,U,4584.161628
101608,Cold,5A,U,5424.0964131
113358,Cold,5A,U,1987.3083071
109874,Cold,5A,U,6238.3000881
100810,Cold,5A,U,3760.4942692
109167,Cold,5A,U,20878.384793
105858,Cold,5A,U,7926.2133162
100951,Cold,5A,U,5979.7515635
113168,Cold,5A,U,6075.4683065
105193,Cold,5A,U,9283.9312432
110923,Cold,5A,U,7614.578784
101459,Cold,5A,U,11443.108075
110965,Cold,5A,U,7506.3328545
114656,Cold,5A,U,8598.6154305
111735,Cold,5A,U,9465.0497078
107234,Cold,5A,U,17597.531668
103077,Cold,5A,U,2778.5348147
107876,Cold,5A,U,14097.333886
116507,Cold,5A,U,6056.1981686
114159,Cold,5A,U,8035.0399823
113500,Cold,5A,U,9141.9245354
112193,Cold,5A,U,8875.7723965
112281,Cold,5A,U,7359.683626
113859,Cold,5A,U,5754.0638201
101107,Cold,5A,U,3133.3281032
114298,Cold,5A,U,18899.867537
101082,Cold,5A,U,1659.9030992
103466,Cold,5A,U,4664.8884469
109104,Cold,5A,U,4553.2116882
100031,Cold,5A,U,1983.5396815
103092,Cold,5A,U,5151.6874661
111048,Cold,5A,U,7609.7257526
100226,Cold,5A,U,4726.6201971
107173,Cold,5A,U,8459.4925236
103010,Cold,5A,U,1550.5000449
106820,Cold,5A,U,6128.9071081
106454,Cold,5A,U,2406.1545381
112725,Cold,5A,U,13447.418372
112684,Cold,5A,U,5446.1472422
118355,Cold,5A,U,5955.5906244
118260,Cold,5A,U,10559.179008
107616,Cold,5A,U,7192.94053
104964,Cold,5A,U,8611.7414998
115255,Cold,5A,U,1434.6555449
109545,Cold,5A,U,4174.4705585
107043,Cold,5A,U,3931.277312
107923,Cold,5A,U,7020.1697985
102377,Cold,5A,U,13910.693374
113073,Cold,5A,U,9303.3899698
106496,Cold,5A,U,6696.846626
109286,Cold,5A,U,5521.7722639
101744,Cold,5A,U,11458.35058
102055,Cold,5A,U,17071.024422
114010,Cold,5A,U,4871.2033623
108102,Cold,5A,U,6819.3575176
107538,Cold,5A,U,4025.8513174
117411,Cold,5A,U,6019.8867418
104537,Cold,5A,U,5038.7856533
111348,Cold,5A,U,9664.5615875
112798,Cold,5A,U,7463.5533155
113137,Cold,5A,U,3055.0178937
107455,Cold,5A,U,4066.2743699
117465,Cold,5A,U,7789.725416
101065,Cold,5A,U,5368.5038888
104973,Cold,5A,U,15776.221702
112579,Cold,5A,U,6152.6359894
112199,Cold,5A,U,8753.4026335
102600,Cold,5A,U,3290.4531288
117145,Cold,5A,U,11688.013311
108425,Cold,5A,U,1983.8761834
104195,Cold,5A,U,1881.9814048
111430,Cold,5A,U,11282.806001
115270,Cold,5A,U,8767.5936476
115849,Cold,5A,U,12379.539912
115616,Cold,5A,U,2046.1355482
106266,Cold,5A,U,4080.1988972
104898,Cold,5A,U,4745.098181
103954,Cold,5A,U,6781.6367229
116533,Cold,5A,U,2943.7989766
110172,Cold,5A,U,7131.3846459
104853,Cold,5A,U,14866.932342
111077,Cold,5A,U,8027.1061353
106837,Cold,5A,U,8644.0155503
104112,Cold,5A,U,11262.163348
100360,Cold,5A,U,3315.610476
108157,Cold,5A,U,8751.651603
105221,Cold,5A,U,9760.7029331
109671,Cold,5A,U,7402.3623113
100202,Cold,5A,U,4141.0337059
117286,Cold,5A,U,7724.6347928
111615,Cold,5A,U,5767.1204592
114497,Cold,5A,U,4135.275722
110971,Cold,5A,U,5330.0651337
101037,Cold,5A,U,5445.4693305
108683,Cold,5A,U,3952.7633754
110584,Cold,5A,U,7537.4262873
101622,Cold,5A,U,16167.963863
101607,Cold,5A,U,3769.919581
113659,Cold,5A,U,6094.783418
106276,Cold,5A,U,6590.7143373
113297,Cold,5A,U,7216.3142036
112929,Cold,5A,U,3141.9082173
104301,Cold,5A,U,8639.5647139
100933,Cold,5A,U,6323.1321863
109000,Cold,5A,U,4924.3461979
102111,Cold,5A,U,5389.5972684
109896,Cold,5A,U,6391.1644968
111627,Cold,5A,U,6837.1488864
102197,Cold,5A,U,3372.1122768
116720,Cold,5A,U,3619.2305381
105220,Cold,5A,U,4044.5060651
110685,Cold,5A,U,5635.822133
112623,Cold,5A,U,7880.4226966
111466,Cold,5A,U,3471.9135695
112677,Cold,5A,U,1470.3513167
111696,Cold,5A,U,8139.0869255
116764,Cold,5A,U,6685.1230789
117090,Cold,5A,U,6644.6808528
105140,Cold,5A,U,3746.9298577
100662,Cold,5A,U,4424.1069941
109963,Cold,5A,U,3699.10399
107608,Cold,5A,U,14094.863741
113478,Cold,5A,U,8372.5632415
113061,Cold,5A,U,3179.5143481
117804,Cold,5A,U,5244.0697912
115043,Cold,5A,U,7240.9115421
101140,Cold,5A,U,7953.9765644
115245,Cold,5A,U,12602.645503
117238,Cold,5A,U,5850.3969443
108027,Cold,5A,U,5013.4339581
103476,Cold,5A,U,6633.2461606
108724,Cold,5A,U,7123.2402948
107755,Cold,5A,U,9214.5853862
113363,Cold,5A,U,7195.9868584
115871,Cold,5A,U,5698.3153831
108088,Cold,5A,U,2298.095675
115310,Cold,5A,U,6777.7053206
116802,Cold,5A,U,11961.472162
116477,Cold,5A,U,8761.0077396
110153,Cold,5A,U,2647.2935514
108317,Cold,5A,U,7774.6875031
109499,Cold,5A,U,11545.670004
104211,Cold,5A,U,13209.609334
116010,Cold,5A,U,1995.305727
112090,Cold,5A,U,9144.2316158
102133,Cold,5A,U,4646.1690583
114217,Cold,5A,U,4054.1646493
102790,Cold,5A,U,2562.102879
112912,Cold,5A,U,9951.8211563
107750,Cold,5A,U,2717.261487
101870,Cold,5A,U,11156.269119
101408,Cold,5A,U,11420.632931
117178,Cold,5A,U,13917.60766
105610,Cold,5A,U,3367.6114254
109919,Cold,5A,U,2225.9241579
115604,Cold,5A,U,5914.6788354
110476,Cold,5A,U,3679.0400291
109275,Cold,5A,U,5206.8548514
108275,Cold,5A,U,1794.6644119
106630,Cold,5A,U,12498.498185
102470,Cold,5A,U,5854.7011359
112061,Cold,5A,U,3002.423003
101360,Cold,5A,U,6583.9715436
111475,Cold,5A,U,9525.0686861
113117,Cold,5A,U,10181.791088
115682,Cold,5A,U,6739.0167936
111655,Cold,5A,U,7213.9914559
101252,Cold,5A,U,8956.3326114
114641,Cold,5A,U,2233.4322024
114654,Cold,5A,U,3155.2042353
106741,Cold,5A,U,3294.3243037
113148,Cold,5A,U,9998.3279913
101079,Cold,5A,U,2034.3154931
105166,Cold,5A,U,4108.6379451
106658,Cold,5A,U,1957.629937
102876,Cold,5A,U,13956.573382
107517,Cold,5A,U,3055.0178937
107936,Cold,5A,U,5028.6897501
113583,Cold,5A,U,7934.3888759
108168,Cold,5A,U,2796.5193239
113362,Cold,5A,U,4770.7120079
118256,Cold,5A,U,6757.1408699
113178,Cold,5A,U,4045.0273904
115582,Cold,5A,U,9294.66678
114005,Cold,5A,U,6350.6053821
116177,Cold,5A,U,5542.3735693
103573,Cold,5A,U,2500.3206585
105223,Cold,5A,U,2972.649515
105516,Cold,5A,U,2794.0809783
111345,Cold,5A,U,10370.739432
117468,Cold,5A,U,9353.4695353
105896,Cold,5A,U,4980.1871339
102513,Cold,5A,U,4458.4446562
112954,Cold,5A,U,10155.607425
111497,Cold,5A,U,14178.564718
118232,Cold,5A,U,6463.8960274
111028,Cold,5A,U,24244.274798
103184,Cold,5A,U,7589.8959438
101071,Cold,5A,U,4926.4284564
117327,Cold,5A,U,14769.341266
118016,Cold,5A,U,13364.425405
111959,Cold,5A,U,2113.9403697
107230,Cold,5A,U,14568.976893
102105,Cold,5A,U,5220.638774
114115,Cold,5A,U,12259.571187
107255,Cold,5A,U,5210.0947072
106148,Cold,5A,U,9141.9245354
109462,Cold,5A,U,4687.3999687
105878,Cold,5A,U,3198.147841
106628,Cold,5A,U,5429.8685977
117612,Cold,5A,U,3379.7204968
102342,Cold,5A,U,5652.941255
101016,Cold,5A,U,12670.527455
109810,Cold,5A,U,9059.7676297
116554,Cold,5A,U,3539.1093281
109186,Cold,5A,U,10557.916123
102379,Cold,5A,U,18092.150968
110764,Cold,5A,U,11646.555879
112992,Cold,5A,U,9274.1500432
106208,Cold,5A,U,2181.7726473
102029,Cold,5A,U,6962.71882
116422,Cold,5A,U,4586.1365678
115065,Cold,5A,U,10049.366311
104640,Cold,5A,U,3666.3284812
107220,Cold,5A,U,8099.4536618
110902,Cold,5A,U,1115.4483165
107738,Cold,5A,U,9275.8175828
102204,Cold,5A,U,7405.0569618
101951,Cold,5A,U,6103.3826687
105752,Cold,5A,U,10173.312607
112700,Cold,5A,U,4645.3810193
109800,Cold,5A,U,2919.8779759
117912,Cold,5A,U,3193.9484738
116529,Cold,5A,U,11241.613631
104734,Cold,5A,U,5200.1643477
103065,Cold,5A,U,3755.4803754
115764,Cold,5A,U,5353.7396973
106227,Cold,5A,U,2701.3247795
106425,Cold,5A,U,1791.5135998
116419,Cold,5A,U,8329.3864985
100706,Cold,5A,U,7153.5372977
110919,Cold,5A,U,7298.5566731
109559,Cold,5A,U,1611.355438
104359,Cold,5A,U,9430.7678207
100353,Cold,5A,U,10283.225599
109918,Cold,5A,U,3216.6224996
101231,Cold,5A,U,4213.0548953
103576,Cold,5A,U,3361.643241
114764,Cold,5A,U,5917.5187102
116504,Cold,5A,U,3838.6763401
108081,Cold,5A,U,5471.1994782
100048,Cold,5A,U,5958.7911432
106672,Cold,5A,U,2926.9813218
117303,Cold,5A,U,13185.06213
106515,Cold,5A,U,6783.5070204
108342,Cold,5A,U,13404.620217
117436,Cold,5A,U,11031.149813
110836,Cold,5A,U,6973.0873321
114071,Cold,5A,U,6009.5506204
106438,Cold,5A,U,3441.8154137
102789,Cold,5A,U,4474.0303107
118247,Cold,5A,U,6929.7290424
100382,Cold,5A,U,3622.2634726
112289,Cold,5A,U,5065.7737841
106301,Cold,5A,U,3162.0650153
100581,Cold,5A,U,23162.176912
114498,Cold,5A,U,3701.8327887
110506,Cold,5A,U,4424.0567697
108513,Cold,5A,U,4416.1388322
111122,Cold,5A,U,8030.725192
107512,Cold,5A,U,9697.3992303
110492,Cold,5A,U,1795.6055618
106347,Cold,5A,U,11261.879451
111781,Cold,5A,U,1665.6808503
100091,Cold,5A,U,19298.557001
113187,Cold,5A,U,4052.053346
115821,Cold,5A,U,3796.9095026
100448,Cold,5A,U,7519.725711
102449,Cold,5A,U,6158.4939854
116234,Cold,5A,U,4401.0623675
104340,Cold,5A,U,6323.1193414
112320,Cold,5A,U,14390.020879
107658,Cold,5A,U,2279.7760432
108419,Cold,5A,U,5395.7995804
112913,Cold,5A,U,9681.5364435
108488,Cold,5A,U,3949.1667492
115406,Cold,5A,U,3509.2163784
102699,Cold,5A,U,3040.2545771
112517,Cold,5A,U,12975.017046
114455,Cold,5A,U,9607.2916513
115747,Cold,5A,U,4839.9506712
114483,Cold,5A,U,9312.5872353
102125,Cold,5A,U,10861.179058
113884,Cold,5A,U,8393.3382832
108357,Cold,5A,U,3704.5306394
115128,Cold,5A,U,2532.4965485
104653,Cold,5A,U,2797.142919
115833,Cold,5A,U,13453.655498
103216,Cold,5A,U,7520.6925028
112832,Cold,5A,U,8476.6659473
116176,Cold,5A,U,3264.2617625
114911,Cold,5A,U,9783.0650155
112853,Cold,5A,U,9408.1701631
103462,Cold,5A,U,6532.4216767
115266,Cold,5A,U,8053.6314875
105963,Cold,5A,U,1860.6416184
113592,Cold,5A,U,5202.4247997
113118,Cold,5A,U,5530.8558527
113075,Cold,5A,U,2014.0928682
111368,Cold,5A,U,13402.588593
114014,Cold,5A,U,2346.5109898
106147,Cold,5A,U,6131.2192525
111559,Cold,5A,U,14376.441763
104572,Cold,5A,U,6671.9157005
106104,Cold,5A,U,4388.6610746
105200,Cold,5A,U,7900.5812659
105285,Cold,5A,U,14174.942742
103875,Cold,5A,U,2871.2465156
118444,Cold,5A,U,22794.803007
105363,Cold,5A,U,4063.3973346
117451,Cold,5A,U,11400.606518
106935,Cold,5A,U,5642.2256795
115528,Cold,5A,U,11935.500247
116079,Cold,5A,U,2257.4177383
102277,Cold,5A,U,6773.0277904
106433,Cold,5A,U,8816.757947
105153,Cold,5A,U,8091.3725941
103113,Cold,5A,U,12112.683721
108926,Cold,5A,U,8379.7585522
108490,Cold,5A,U,3225.3158488
110391,Cold,5A,U,9449.6029411
114272,Cold,5A,U,10294.276303
103448,Cold,5A,U,5268.9179387
108210,Cold,5A,U,6284.5754742
107673,Cold,5A,U,4423.1780589
101674,Cold,5A,U,3444.188914
117854,Cold,5A,U,16591.954105
116747,Cold,5A,U,2432.8375965
111164,Cold,5A,U,17985.265353
101414,Cold,5A,U,3215.3150245
116742,Cold,5A,U,6764.0995917
104960,Cold,5A,U,2985.332396
102129,Cold,5A,U,6852.0992995
110179,Cold,5A,U,2892.1760635
113794,Cold,5A,U,2440.7981765
102943,Cold,5A,U,2682.2478426
107144,Cold,5A,U,10227.363953
110052,Cold,5A,U,11977.794855
109987,Cold,5A,U,1473.9139094
114372,Cold,5A,U,10798.251156
116282,Cold,5A,U,6916.2787279
100337,Cold,5A,U,9004.0661171
110819,Cold,5A,U,5691.0040501
118024,Cold,5A,U,15143.122678
112884,Cold,5A,U,1938.7023484
116157,Cold,5A,U,12395.598206
108526,Cold,5A,U,3615.2496148
111364,Cold,5A,U,6232.8696394
105451,Cold,5A,U,10117.707244
117670,Cold,5A,U,4724.4178115
107544,Cold,5A,U,1788.7434916
113182,Cold,5A,U,2185.3777723
111819,Cold,5A,U,2183.1800465
110995,Cold,5A,U,9110.2631685
117692,Cold,5A,U,6796.0118555
104674,Cold,5A,U,3567.9676227
110316,Cold,5A,U,14535.019549
100253,Cold,5A,U,3786.6841284
102745,Cold,5A,U,16144.217706
112162,Cold,5A,U,6365.405438
105137,Cold,5A,U,1962.9435942
117560,Cold,5A,U,7826.4435258
107961,Cold,5A,U,1842.795278
111600,Cold,5A,U,3705.9714681
112106,Cold,5A,U,12085.840537
115731,Cold,5A,U,6721.1569517
101256,Cold,5A,U,9760.7029331
106435,Cold,5A,U,4442.9149346
103643,Cold,5A,U,2459.2936149
104771,Cold,5A,U,13641.176474
105422,Cold,5A,U,5458.1819986
109259,Cold,5A,U,2597.2358535
100156,Cold,5A,U,6290.6486592
101513,Cold,5A,U,3833.89593
103058,Cold,5A,U,9841.8825717
118091,Cold,5A,U,8232.7255451
115651,Cold,5A,U,23564.531672
100128,Cold,5A,U,4165.2006406
113097,Cold,5A,U,16803.995813
104310,Cold,5A,U,9749.1440661
116421,Cold,5A,U,10256.322184
117255,Cold,5A,U,3152.5909934
115007,Cold,5A,U,3923.3405052
113616,Cold,5A,U,3671.9119308
115918,Cold,5A,U,8892.6901685
104600,Cold,5A,U,6613.6077529
103690,Cold,5A,U,9824.9811719
110652,Cold,5A,U,4907.9726971
103735,Cold,5A,U,9162.9367086
108246,Cold,5A,U,10576.617506
111989,Cold,5A,U,7677.2080156
115641,Cold,5A,U,2781.28777
109569,Cold,5A,U,12602.246435
107609,Cold,5A,U,6531.1393391
112621,Cold,5A,U,7222.993703
116912,Cold,5A,U,2016.4008424
116874,Cold,5A,U,10749.718342
112864,Cold,5A,U,6119.9365906
105052,Cold,5A,U,11466.31952
108516,Cold,5A,U,5566.6546575
111845,Cold,5A,U,7647.0577403
104449,Cold,5A,U,4739.7590484
105119,Cold,5A,U,4252.9239012
115825,Cold,5A,U,4177.6943903
114739,Cold,5A,U,15705.978801
102454,Cold,5A,U,4778.0370765
107262,Cold,5A,U,19087.379622
107893,Cold,5A,U,10004.923572
116500,Cold,5A,U,3435.9866282
107379,Cold,5A,U,5467.2746468
101990,Cold,5A,U,3302.9236177
108588,Cold,5A,U,6516.5636843
112895,Cold,5A,U,5438.6833669
107967,Cold,5A,U,9609.2886409
106406,Cold,5A,U,4209.2745848
106353,Cold,5A,U,5410.1080244
107628,Cold,5A,U,7825.5837906
107924,Cold,5A,U,7297.7141727
109770,Cold,5A,U,6858.0690513
101137,Cold,5A,U,3849.5674175
102035,Cold,5A,U,11082.449768
101145,Cold,5A,U,5300.0777973
100212,Cold,5A,U,18092.150968
111227,Cold,5A,U,8815.2296412
110797,Cold,5A,U,11359.327895
113710,Cold,5A,U,3092.4709184
116762,Cold,5A,U,4907.5133211
106404,Cold,5A,U,5402.8839769
100910,Cold,5A,U,12091.586147
115078,Cold,5A,U,3752.6993894
105989,Cold,5A,U,10330.004345
116279,Cold,5A,U,5496.0280683
102480,Cold,5A,U,3958.9867104
106722,Cold,5A,U,8242.7714312
117176,Cold,5A,U,15189.128661
113537,Cold,5A,U,1916.1015138
105082,Cold,5A,U,1722.4846999
106233,Cold,5A,U,11834.41558
117240,Cold,5A,U,4946.8073973
107292,Cold,5A,U,3869.2346993
101929,Cold,5A,U,3226.9449762
110798,Cold,5A,U,8673.4816007
102617,Cold,5A,U,3093.5777949
108436,Cold,5A,U,3759.6942461
105506,Cold,5A,U,3842.5978584
108200,Cold,5A,U,3683.3568235
110618,Cold,5A,U,2303.9404363
118460,Cold,5A,U,4043.4179712
107179,Cold,5A,U,2585.9030266
117909,Cold,5A,U,2909.4164567
114228,Cold,5A,U,11062.489711
100939,Cold,5A,U,1489.6174776
113066,Cold,5A,U,3357.9313628
106418,Cold,5A,U,9498.3151858
107139,Cold,5A,U,10609.933096
106815,Cold,5A,U,4246.610193
103698,Cold,5A,U,6364.9043889
110918,Cold,5A,U,3214.6691161
108623,Cold,5A,U,5885.3308826
113335,Cold,5A,U,6230.9279675
100067,Cold,5A,U,1529.2499062
102410,Cold,5A,U,6192.5947698
113114,Cold,5A,U,3390.6425917
108679,Cold,5A,U,4185.0803464
116833,Cold,5A,U,8964.8008589
109906,Cold,5A,U,9760.7029331
104185,Cold,5A,U,12088.929939
108747,Cold,5A,U,2314.2455004
113775,Cold,5A,U,2055.8247719
115625,Cold,5A,U,3493.164711
116139,Cold,5A,U,6605.7830826
107978,Cold,5A,U,2809.5445879
115047,Cold,5A,U,7358.480263
107466,Cold,5A,U,7215.4486163
109237,Cold,5A,U,4664.8884469
118161,Cold,5A,U,7325.9013823
104387,Cold,5A,U,10674.636147
112069,Cold,5A,U,4406.2005382
113837,Cold,5A,U,1940.0830832
110678,Cold,5A,U,7462.7520005
109215,Cold,5A,U,8605.2394719
103756,Cold,5A,U,4719.272603
117647,Cold,5A,U,12994.874785
114265,Cold,5A,U,4557.1831592
103824,Cold,5A,U,9471.5126696
113626,Cold,5A,U,7270.4288462
110094,Cold,5A,U,8139.8828165
101288,Cold,5A,U,15091.185137
110804,Cold,5A,U,3506.1502939
109434,Cold,5A,U,12638.132804
103808,Cold,5A,U,3949.1112206
112934,Cold,5A,U,8196.1758502
114605,Cold,5A,U,8337.6989777
112695,Cold,5A,U,3221.1017128
113611,Cold,5A,U,5354.6835467
110809,Cold,5A,U,4109.6124998
117901,Cold,5A,U,8803.2960103
101155,Cold,5A,U,7128.138709
110349,Cold,5A,U,8978.1492402
111521,Cold,5A,U,8097.7312343
106352,Cold,5A,U,7484.57642
111495,Cold,5A,U,7601.3569401
103156,Cold,5A,U,7733.2485276
114649,Cold,5A,U,6075.3233167
112554,Cold,5A,U,4240.0494404
104166,Cold,5A,U,3810.0097775
114400,Cold,5A,U,12010.062042
102952,Cold,5A,U,4224.0824236
115571,Cold,5A,U,11210.200671
107496,Cold,5A,U,9652.6578288
115730,Cold,5A,U,3824.1726817
101487,Cold,5A,U,6314.0150828
101714,Cold,5A,U,4535.8695617
111331,Cold,5A,U,7686.3503172
107045,Cold,5A,U,8866.2497623
109164,Cold,5A,U,13366.176334
111191,Cold,5A,U,6467.1013106
106594,Cold,5A,U,4769.2894248
111843,Cold,5A,U,14027.291633
106180,Cold,5A,U,5698.3153831
104117,Cold,5A,U,3108.5748604
113239,Cold,5A,U,8406.5105613
100667,Cold,5A,U,1631.7206439
103594,Cold,5A,U,14589.570185
116054,Cold,5A,U,4142.0794947
113904,Cold,5A,U,8950.5942734
103539,Cold,5A,U,3887.6129902
114289,Cold,5A,U,10933.298275
108296,Cold,5A,U,9632.1590467
106826,Cold,5A,U,11432.185674
112557,Cold,5A,U,7783.5436358
108489,Cold,5A,U,4135.0622549
